Ev(kJ/mol),Rv(A),x,y,z,Framework,Adsorbate,Accuracy
-14.252673798163224,2.473,6.988,11.438,7.966,AMIMEP_clean,Kr,S50
-11.691653806035006,2.783,6.804,11.33,8.329,AMIMEP_clean,Kr,S50
-11.414059363638959,2.805,6.878,11.289,8.369,AMIMEP_clean,Kr,S50
-14.501407950156132,2.430,7.094,11.424,7.925,AMIMEP_clean,Kr,S50
-15.18110027331481,2.299,7.37,11.392,7.79,AMIMEP_clean,Kr,S50
-14.372603819475327,1.854,8.896,10.82,7.063,AMIMEP_clean,Kr,S50
-14.293272259165542,2.359,9.093,10.486,7.595,AMIMEP_clean,Kr,S50
-15.23758629254287,2.296,7.348,11.403,7.782,AMIMEP_clean,Kr,S50
-14.906173361915359,1.893,8.994,10.761,7.062,AMIMEP_clean,Kr,S50
-14.55082018457198,1.868,8.64,10.923,7.193,AMIMEP_clean,Kr,S50
-14.431664133895154,2.350,9.138,10.473,7.559,AMIMEP_clean,Kr,S50
-15.333493534071412,2.030,8.182,11.079,7.501,AMIMEP_clean,Kr,S50
-13.317983923298575,2.424,8.411,10.768,7.926,AMIMEP_clean,Kr,S50
-16.58125626608867,2.132,9.688,10.435,6.944,AMIMEP_clean,Kr,S50
-14.66982839894496,2.407,9.542,10.327,7.407,AMIMEP_clean,Kr,S50
-16.445838580502755,2.151,9.65,10.446,6.998,AMIMEP_clean,Kr,S50
-14.893330180089817,2.391,9.592,10.324,7.355,AMIMEP_clean,Kr,S50
-16.090482104592574,2.277,9.774,10.286,7.076,AMIMEP_clean,Kr,S50
-11.542322633536457,2.807,6.696,11.373,8.358,AMIMEP_clean,Kr,S50
-15.550473123282897,2.270,6.704,11.614,7.76,AMIMEP_clean,Kr,S50
-15.701080151194379,1.971,6.625,11.692,7.435,AMIMEP_clean,Kr,S50
-14.102024719830776,2.256,6.153,11.236,7.83,AMIMEP_clean,Kr,S50
-14.170426371377317,2.490,6.752,11.552,7.996,AMIMEP_clean,Kr,S50
-14.93985140500451,1.842,7.006,11.541,7.279,AMIMEP_clean,Kr,S50
-12.382074372312278,1.928,5.713,11.127,7.484,AMIMEP_clean,Kr,S50
-16.333510778169924,2.274,9.976,10.202,6.978,AMIMEP_clean,Kr,S50
-15.181223308838042,1.837,9.941,10.549,6.462,AMIMEP_clean,Kr,S50
-15.614301689282401,1.864,9.961,10.538,6.484,AMIMEP_clean,Kr,S50
-16.98614092661116,2.259,10.259,10.115,6.794,AMIMEP_clean,Kr,S50
-17.591475610822496,2.168,10.263,10.186,6.681,AMIMEP_clean,Kr,S50
-18.010199452393483,2.382,10.895,9.894,6.477,AMIMEP_clean,Kr,S50
-19.748141278193,2.088,10.834,9.904,6.127,AMIMEP_clean,Kr,S50
-19.692750884598897,2.117,10.891,9.69,6.091,AMIMEP_clean,Kr,S50
-18.47241608660788,2.316,10.867,9.952,6.414,AMIMEP_clean,Kr,S50
-18.282454468455906,2.285,10.753,9.998,6.475,AMIMEP_clean,Kr,S50
-17.819803550234603,2.358,10.797,9.932,6.533,AMIMEP_clean,Kr,S50
-17.756279732272887,1.905,10.718,10.337,6.009,AMIMEP_clean,Kr,S50
-16.731516796381438,1.839,10.493,10.438,6.115,AMIMEP_clean,Kr,S50
-13.92855113830572,2.817,-0.901,9.572,6.948,AMIMEP_clean,Kr,S50
-11.086775730511569,3.115,0.501,9.776,7.287,AMIMEP_clean,Kr,S50
-12.548164090697338,3.015,-0.695,9.448,7.139,AMIMEP_clean,Kr,S50
-16.439592305080204,2.163,0.313,10.557,6.507,AMIMEP_clean,Kr,S50
-10.64263350195575,3.211,0.406,9.648,7.368,AMIMEP_clean,Kr,S50
-10.524886795446907,3.248,0.529,9.667,7.389,AMIMEP_clean,Kr,S50
-10.904742643307422,3.198,1.268,9.472,7.35,AMIMEP_clean,Kr,S50
-8.263709727712385,3.502,0.997,9.829,7.953,AMIMEP_clean,Kr,S50
-9.65501080655293,3.233,1.49,9.76,7.645,AMIMEP_clean,Kr,S50
-12.179220934492333,2.781,1.814,9.937,7.222,AMIMEP_clean,Kr,S50
-14.401271035201862,2.089,1.572,10.683,6.882,AMIMEP_clean,Kr,S50
-11.523159919976843,2.991,0.51,9.905,7.227,AMIMEP_clean,Kr,S50
-9.84003858300821,3.127,0.85,10.061,7.615,AMIMEP_clean,Kr,S50
-14.947339233927938,1.955,0.414,10.846,6.48,AMIMEP_clean,Kr,S50
-16.267980990849452,2.124,0.352,10.631,6.53,AMIMEP_clean,Kr,S50
-10.599077638574572,3.219,1.289,9.486,7.415,AMIMEP_clean,Kr,S50
-8.44104735830739,3.522,0.913,9.728,7.893,AMIMEP_clean,Kr,S50
-8.567141482263661,3.509,1.289,9.643,7.882,AMIMEP_clean,Kr,S50
-8.037846069774261,3.592,1.004,9.748,8.01,AMIMEP_clean,Kr,S50
-10.73335429328219,3.220,1.29,9.478,7.388,AMIMEP_clean,Kr,S50
-11.092464076718123,3.176,1.299,9.462,7.316,AMIMEP_clean,Kr,S50
-9.376834026347934,3.123,0.981,10.224,7.783,AMIMEP_clean,Kr,S50
-13.421455650256291,2.369,0.97,11.023,7.415,AMIMEP_clean,Kr,S50
-11.20779444828869,1.863,0.979,11.58,7.139,AMIMEP_clean,Kr,S50
-10.569997636404082,2.787,2.182,10.117,7.645,AMIMEP_clean,Kr,S50
-22.34258896262948,1.914,9.014,1.451,3.38,AMIMEP_clean,Kr,S50
-22.130547990252943,1.903,9.047,1.453,3.404,AMIMEP_clean,Kr,S50
-24.907908976261396,2.098,0.416,1.704,3.668,AMIMEP_clean,Kr,S50
-25.1374779927483,2.137,0.473,1.693,3.567,AMIMEP_clean,Kr,S50
-25.31711841151372,2.144,0.15,1.768,3.578,AMIMEP_clean,Kr,S50
-25.161221335257824,2.113,0.242,1.745,3.642,AMIMEP_clean,Kr,S50
-24.930431113492943,2.103,0.436,1.7,3.655,AMIMEP_clean,Kr,S50
-24.621386067596426,1.975,-0.22,0.812,2.374,AMIMEP_clean,Kr,S50
-24.68719158841304,2.503,11.716,1.857,2.885,AMIMEP_clean,Kr,S50
-25.241033389851463,2.165,0.656,1.696,3.429,AMIMEP_clean,Kr,S50
-22.351136088385484,1.873,0.758,1.743,3.926,AMIMEP_clean,Kr,S50
-25.20601650020927,2.069,0.004,1.834,3.723,AMIMEP_clean,Kr,S50
-24.664911911333853,1.948,-0.341,1.99,3.984,AMIMEP_clean,Kr,S50
-24.56382685242821,1.936,-0.076,1.771,3.836,AMIMEP_clean,Kr,S50
-23.81702912419606,1.960,0.441,1.765,3.88,AMIMEP_clean,Kr,S50
-25.191702101238626,2.050,-0.078,1.864,3.762,AMIMEP_clean,Kr,S50
-24.438297806391937,1.919,-0.386,1.999,4.032,AMIMEP_clean,Kr,S50
-25.201667973357495,2.088,0.1,1.8,3.687,AMIMEP_clean,Kr,S50
-22.319514173966052,1.868,0.42,1.819,4.029,AMIMEP_clean,Kr,S50
-22.534117701343796,1.916,5.114,2.603,3.542,AMIMEP_clean,Kr,S50
-22.734024422953304,1.951,5.013,2.572,3.561,AMIMEP_clean,Kr,S50
-21.959167405752282,1.879,7.134,2.15,3.065,AMIMEP_clean,Kr,S50
-25.341383507841467,1.996,11.646,2.053,3.913,AMIMEP_clean,Kr,S50
-25.565021939694468,2.087,11.718,2.044,3.755,AMIMEP_clean,Kr,S50
-25.474053964653795,2.054,11.77,2.028,3.809,AMIMEP_clean,Kr,S50
-25.280042765491494,2.104,0.07,1.807,3.656,AMIMEP_clean,Kr,S50
-25.488089964118508,2.104,-0.316,1.941,3.676,AMIMEP_clean,Kr,S50
-23.818764052176142,1.965,0.641,1.742,3.824,AMIMEP_clean,Kr,S50
-23.38661210301622,1.935,0.643,1.757,3.873,AMIMEP_clean,Kr,S50
-9.63745455043007,1.854,2.299,6.996,7.95,AMIMEP_clean,Kr,S50
-10.00081824282599,1.863,2.267,7.039,7.921,AMIMEP_clean,Kr,S50
-23.02544059458224,1.910,0.706,1.743,3.887,AMIMEP_clean,Kr,S50
-24.37669580415725,1.886,5.431,3.147,3.167,AMIMEP_clean,Kr,S50
-23.03837439802674,1.867,11.316,2.108,4.196,AMIMEP_clean,Kr,S50
-22.393298081084865,1.865,10.399,1.681,3.71,AMIMEP_clean,Kr,S50
-9.191433605214026,1.833,8.42,6.001,8.701,AMIMEP_clean,Kr,S50
-23.78168444198583,2.009,10.164,2.653,2.793,AMIMEP_clean,Kr,S50
-21.7978373999487,1.834,9.218,2.982,2.482,AMIMEP_clean,Kr,S50
-23.10208301463004,1.921,9.854,2.759,2.683,AMIMEP_clean,Kr,S50
-4.031135275101289,4.274,0.159,9.561,9.818,AMIMEP_clean,Kr,S50
-7.084938204218163,3.725,1.061,9.765,8.304,AMIMEP_clean,Kr,S50
-7.0122661963342505,3.722,1.387,9.667,8.348,AMIMEP_clean,Kr,S50
-4.9154118328348595,3.972,-0.102,9.577,9.276,AMIMEP_clean,Kr,S50
-14.129959148154978,2.228,1.146,8.541,7.042,AMIMEP_clean,Kr,S50
-5.223950594007222,4.116,1.418,9.741,9.058,AMIMEP_clean,Kr,S50
-13.867242168528279,2.128,1.997,7.716,7.812,AMIMEP_clean,Kr,S50
-13.435191448585545,2.256,2.094,7.523,8.23,AMIMEP_clean,Kr,S50
-11.070332502104264,2.576,2.016,7.828,8.525,AMIMEP_clean,Kr,S50
-4.621097357098483,3.754,0.248,9.051,9.617,AMIMEP_clean,Kr,S50
-10.32729627379117,3.150,1.436,9.326,7.523,AMIMEP_clean,Kr,S50
-5.755134689811065,3.745,-0.269,9.538,8.889,AMIMEP_clean,Kr,S50
-3.822378542008849,4.380,0.439,9.573,9.964,AMIMEP_clean,Kr,S50
-3.810672146978522,4.391,0.534,9.581,9.965,AMIMEP_clean,Kr,S50
-3.9139558426606356,4.525,1.501,9.68,9.842,AMIMEP_clean,Kr,S50
-4.440420539628796,4.117,0.026,9.573,9.544,AMIMEP_clean,Kr,S50
-5.185164174489517,3.908,0.193,9.627,9.106,AMIMEP_clean,Kr,S50
-5.913382718485211,3.802,0.647,9.7,8.738,AMIMEP_clean,Kr,S50
-6.3043208270221065,3.858,1.175,9.762,8.582,AMIMEP_clean,Kr,S50
-12.86699058121807,1.935,2.132,7.364,7.799,AMIMEP_clean,Kr,S50
-10.460403536832684,1.875,2.257,7.06,7.925,AMIMEP_clean,Kr,S50
-6.76399477475067,3.606,-1.044,9.408,8.614,AMIMEP_clean,Kr,S50
-14.497220373103932,2.138,1.106,8.476,6.967,AMIMEP_clean,Kr,S50
-16.340659937771246,2.126,11.016,8.373,6.901,AMIMEP_clean,Kr,S50
-7.191247967575181,3.542,-1.094,9.396,8.48,AMIMEP_clean,Kr,S50
-9.790867173458432,3.180,-0.491,9.503,7.652,AMIMEP_clean,Kr,S50
-6.539146179634983,3.627,-0.903,9.436,8.667,AMIMEP_clean,Kr,S50
-11.337325498102173,3.085,-0.761,9.445,7.376,AMIMEP_clean,Kr,S50
-16.424407676781318,2.390,1.771,8.873,6.562,AMIMEP_clean,Kr,S50
-3.8833148998225377,4.545,7.636,7.253,11.772,AMIMEP_clean,Kr,S50
-9.761617548667408,1.837,6.373,6.519,9.253,AMIMEP_clean,Kr,S50
-6.3839985617597375,2.976,6.692,7.313,10.235,AMIMEP_clean,Kr,S50
-3.813513131101735,4.575,7.651,7.303,11.788,AMIMEP_clean,Kr,S50
-4.463703803853896,3.849,6.549,7.196,11.175,AMIMEP_clean,Kr,S50
-13.605717673685525,2.219,8.272,6.219,9.202,AMIMEP_clean,Kr,S50
-12.319282814527256,1.921,8.329,6.132,8.811,AMIMEP_clean,Kr,S50
-13.44222579270687,2.031,8.365,6.159,8.918,AMIMEP_clean,Kr,S50
-13.479853661734415,2.237,8.387,6.416,9.132,AMIMEP_clean,Kr,S50
-12.642672579125236,2.362,8.395,6.554,9.256,AMIMEP_clean,Kr,S50
-3.558435153388906,4.696,7.715,7.51,11.851,AMIMEP_clean,Kr,S50
-3.408167871336534,4.625,7.022,7.694,11.826,AMIMEP_clean,Kr,S50
-3.504689372072343,4.671,7.52,7.563,11.848,AMIMEP_clean,Kr,S50
-3.8261636141270188,4.392,6.699,7.363,11.692,AMIMEP_clean,Kr,S50
-6.035630822603405,3.182,6.272,6.955,10.549,AMIMEP_clean,Kr,S50
-10.640211953866618,2.400,7.818,8.508,8.73,AMIMEP_clean,Kr,S50
-9.63881319050649,2.582,7.91,8.552,8.906,AMIMEP_clean,Kr,S50
-3.0176901437372914,5.057,7.915,8.078,12.041,AMIMEP_clean,Kr,S50
-2.6596460455163387,5.502,8.091,8.723,12.253,AMIMEP_clean,Kr,S50
-6.7821866762823015,3.209,8.587,7.531,9.926,AMIMEP_clean,Kr,S50
-6.188776042302846,3.252,8.019,8.816,9.557,AMIMEP_clean,Kr,S50
-10.983507052931628,2.323,7.796,8.477,8.658,AMIMEP_clean,Kr,S50
-3.577236238164526,4.333,8.691,8.517,10.801,AMIMEP_clean,Kr,S50
-10.946929865849857,2.026,7.698,8.35,8.393,AMIMEP_clean,Kr,S50
-8.385616549035872,2.802,7.971,8.638,9.11,AMIMEP_clean,Kr,S50
-2.6508305324388894,5.449,8.751,9.524,11.58,AMIMEP_clean,Kr,S50
-2.604003273715959,5.574,8.716,9.585,11.711,AMIMEP_clean,Kr,S50
-2.8438181009097576,5.121,7.504,8.37,12.089,AMIMEP_clean,Kr,S50
-3.0766552438372727,4.875,7.27,8.042,11.967,AMIMEP_clean,Kr,S50
-2.6398957214832293,5.491,7.913,8.789,12.255,AMIMEP_clean,Kr,S50
-2.5895353956909872,5.583,8.674,9.544,11.763,AMIMEP_clean,Kr,S50
-2.651247823357694,5.504,8.106,8.747,12.242,AMIMEP_clean,Kr,S50
-13.528067755943194,1.988,9.248,6.935,8.532,AMIMEP_clean,Kr,S50
-12.889034928271549,2.411,10.027,7.68,8.383,AMIMEP_clean,Kr,S50
-13.697924741091498,2.376,10.299,7.875,8.026,AMIMEP_clean,Kr,S50
-11.239914802304197,2.605,9.961,7.843,8.602,AMIMEP_clean,Kr,S50
-13.52519492870721,2.405,10.307,7.885,8.055,AMIMEP_clean,Kr,S50
-13.408964899546213,2.256,9.739,7.441,8.459,AMIMEP_clean,Kr,S50
-10.115301282680472,2.804,10.154,8.127,8.594,AMIMEP_clean,Kr,S50
-9.742816254885021,2.844,10.107,8.145,8.669,AMIMEP_clean,Kr,S50
-12.738525220057852,2.506,10.272,7.875,8.234,AMIMEP_clean,Kr,S50
-11.979121431170897,2.606,10.294,7.984,8.298,AMIMEP_clean,Kr,S50
-14.098125517899229,1.956,10.36,7.568,7.633,AMIMEP_clean,Kr,S50
-14.832428077485936,2.041,10.428,7.796,7.507,AMIMEP_clean,Kr,S50
-15.812707449343185,1.966,10.917,8.18,6.809,AMIMEP_clean,Kr,S50
-9.034055821680159,2.986,10.48,8.404,8.585,AMIMEP_clean,Kr,S50
-6.197318529969257,3.625,10.815,9.094,8.975,AMIMEP_clean,Kr,S50
-6.4030802208600495,3.697,-1.196,9.388,8.774,AMIMEP_clean,Kr,S50
-6.223589781195498,3.368,3.42,7.281,10.366,AMIMEP_clean,Kr,S50
-13.61357095403878,2.202,3.532,6.443,9.175,AMIMEP_clean,Kr,S50
-10.781576934182485,1.844,2.496,6.884,8.155,AMIMEP_clean,Kr,S50
-11.888923799375066,2.454,2.33,7.414,8.77,AMIMEP_clean,Kr,S50
-14.166204143682528,2.120,4.138,6.02,9.147,AMIMEP_clean,Kr,S50
-12.187428130340397,1.875,2.708,6.794,8.386,AMIMEP_clean,Kr,S50
-11.872076038914612,1.913,4.127,5.946,8.905,AMIMEP_clean,Kr,S50
-10.673857426795756,2.685,3.813,6.515,9.761,AMIMEP_clean,Kr,S50
-12.779508320754069,2.453,3.959,6.255,9.516,AMIMEP_clean,Kr,S50
-2.888325103572757,5.179,1.857,9.763,10.927,AMIMEP_clean,Kr,S50
-12.819658161461556,1.926,2.566,6.905,8.333,AMIMEP_clean,Kr,S50
-13.334889089425925,2.338,3.84,6.285,9.379,AMIMEP_clean,Kr,S50
-12.573873934769193,2.369,2.257,7.425,8.589,AMIMEP_clean,Kr,S50
-3.2262232511825855,4.601,2.538,8.618,11.096,AMIMEP_clean,Kr,S50
-2.782321224976268,5.129,2.114,9.453,11.17,AMIMEP_clean,Kr,S50
-11.544560069394455,2.496,2.339,7.436,8.828,AMIMEP_clean,Kr,S50
-10.218838855182364,1.868,2.311,6.995,7.985,AMIMEP_clean,Kr,S50
-13.717457739306916,2.175,2.304,7.235,8.401,AMIMEP_clean,Kr,S50
-5.440864240736117,3.916,1.792,9.842,8.987,AMIMEP_clean,Kr,S50
-4.741014785498409,4.110,1.886,9.901,9.333,AMIMEP_clean,Kr,S50
-4.049261344259926,4.420,1.827,9.922,9.747,AMIMEP_clean,Kr,S50
-8.516404248492426,2.860,4.753,6.496,10.165,AMIMEP_clean,Kr,S50
-2.6489162141282576,5.116,5.792,8.893,12.263,AMIMEP_clean,Kr,S50
-11.131665426532741,2.105,5.222,6.453,9.458,AMIMEP_clean,Kr,S50
-5.251712453185479,3.972,4.782,6.756,11.333,AMIMEP_clean,Kr,S50
-4.539941807463992,4.104,5.559,6.981,11.532,AMIMEP_clean,Kr,S50
-4.566386300294863,4.091,5.52,6.971,11.527,AMIMEP_clean,Kr,S50
-2.6726599472361583,5.091,6.018,8.825,12.244,AMIMEP_clean,Kr,S50
-4.975275256224884,3.620,6.189,7.014,11.005,AMIMEP_clean,Kr,S50
-4.14004963616495,4.232,5.023,7.279,11.63,AMIMEP_clean,Kr,S50
-2.8232851230419804,5.105,7.349,8.419,12.11,AMIMEP_clean,Kr,S50
-4.16684670244149,4.221,6.231,7.154,11.605,AMIMEP_clean,Kr,S50
-3.0181555776670113,4.789,6.632,8.165,12.012,AMIMEP_clean,Kr,S50
-2.9598155481934016,4.937,7.162,8.209,12.033,AMIMEP_clean,Kr,S50
-2.606018264081756,5.598,2.627,9.055,12.167,AMIMEP_clean,Kr,S50
-9.352962070293348,2.833,4.483,6.385,10.069,AMIMEP_clean,Kr,S50
-6.61254185176543,3.326,3.652,7.044,10.416,AMIMEP_clean,Kr,S50
-3.1657576891619343,4.892,3.564,8.139,11.968,AMIMEP_clean,Kr,S50
-2.605489785032106,5.545,3.081,9.052,12.295,AMIMEP_clean,Kr,S50
-2.577821386753206,5.266,5.733,9.127,12.355,AMIMEP_clean,Kr,S50
-5.219491207902304,3.987,4.688,6.782,11.339,AMIMEP_clean,Kr,S50
-2.6258884179152306,5.504,2.578,9.019,12.048,AMIMEP_clean,Kr,S50
-7.846681966574331,3.152,4.178,6.566,10.361,AMIMEP_clean,Kr,S50
-2.5261619561825794,5.510,5.371,9.498,12.501,AMIMEP_clean,Kr,S50
-5.317489369663766,3.965,4.733,6.736,11.318,AMIMEP_clean,Kr,S50
-2.6545212348512446,5.499,1.999,9.791,11.413,AMIMEP_clean,Kr,S50
-2.8785072603637256,5.168,2.334,10.134,10.992,AMIMEP_clean,Kr,S50
-8.377202617553053,3.097,4.369,6.4,10.322,AMIMEP_clean,Kr,S50
-2.607676298880029,5.557,2.563,9.066,12.087,AMIMEP_clean,Kr,S50
-2.5728803988118223,5.244,4.825,10.119,11.917,AMIMEP_clean,Kr,S50
-2.6163881247569365,5.539,2.573,9.042,12.078,AMIMEP_clean,Kr,S50
-2.660607137876312,5.492,2.014,9.816,11.396,AMIMEP_clean,Kr,S50
-2.5941176620162243,5.591,2.557,9.1,12.113,AMIMEP_clean,Kr,S50
-2.5416293783821615,5.458,4.553,9.369,12.45,AMIMEP_clean,Kr,S50
-2.586482476451852,5.577,2.503,9.16,12.05,AMIMEP_clean,Kr,S50
-2.553175191550255,5.331,5.394,10.079,12.053,AMIMEP_clean,Kr,S50
-2.570119711169255,5.471,3.726,9.175,12.375,AMIMEP_clean,Kr,S50
-2.536907264443549,5.545,5.626,9.543,12.512,AMIMEP_clean,Kr,S50
-2.6059816733548016,5.582,2.593,9.061,12.132,AMIMEP_clean,Kr,S50
-2.7662068182027735,5.345,3.086,8.68,12.181,AMIMEP_clean,Kr,S50
-2.730300554486836,5.375,3.113,8.746,12.206,AMIMEP_clean,Kr,S50
-2.611813896502492,5.599,2.693,9.027,12.208,AMIMEP_clean,Kr,S50
-2.7335514132520013,5.223,2.915,10.195,11.343,AMIMEP_clean,Kr,S50
-2.8050974443468744,5.285,2.439,10.2,11.17,AMIMEP_clean,Kr,S50
-2.50783092711243,5.335,4.597,9.722,12.184,AMIMEP_clean,Kr,S50
-2.710590608965019,5.256,2.796,10.128,11.367,AMIMEP_clean,Kr,S50
-12.789681675907028,1.999,4.462,6.125,9.138,AMIMEP_clean,Kr,S50
-2.7817232675368517,4.645,6.015,10.004,11.312,AMIMEP_clean,Kr,S50
-7.721742592968335,2.885,7.835,8.778,9.222,AMIMEP_clean,Kr,S50
-2.584168222057456,5.313,5.487,10.22,11.966,AMIMEP_clean,Kr,S50
-2.566830248545031,5.428,7.169,9.088,12.342,AMIMEP_clean,Kr,S50
-5.0034603302075675,3.580,8.037,9.022,9.876,AMIMEP_clean,Kr,S50
-2.598056561467537,5.413,6.028,10.291,12.03,AMIMEP_clean,Kr,S50
-2.6250458394953404,5.467,7.733,8.846,12.28,AMIMEP_clean,Kr,S50
-2.5989131445006906,5.586,8.675,9.64,11.726,AMIMEP_clean,Kr,S50
-2.5598677679602293,5.432,7.015,10.082,12.001,AMIMEP_clean,Kr,S50
-2.5410772500687275,5.558,5.712,9.558,12.52,AMIMEP_clean,Kr,S50
-2.5642868832358965,5.427,7.002,9.117,12.372,AMIMEP_clean,Kr,S50
-2.5811038501078043,5.493,6.297,10.268,12.106,AMIMEP_clean,Kr,S50
-12.948554714887752,2.475,4.169,6.106,9.568,AMIMEP_clean,Kr,S50
-12.118521840656793,2.591,4.168,6.144,9.709,AMIMEP_clean,Kr,S50
-9.17906173664907,2.913,3.885,6.578,10.035,AMIMEP_clean,Kr,S50
-9.120458337797388,2.938,4.035,6.496,10.096,AMIMEP_clean,Kr,S50
-9.640069883908561,2.852,3.906,6.521,9.971,AMIMEP_clean,Kr,S50
-12.044795324327168,2.599,4.13,6.173,9.707,AMIMEP_clean,Kr,S50
-7.694309024600211,2.616,3.337,9.348,8.681,AMIMEP_clean,Kr,S50
-3.4010915146666463,4.663,2.435,10.197,10.342,AMIMEP_clean,Kr,S50
-3.3736781388029295,4.676,2.49,10.224,10.381,AMIMEP_clean,Kr,S50
-3.1016442955298893,4.954,2.358,10.201,10.684,AMIMEP_clean,Kr,S50
-2.879547066564901,5.223,2.581,10.335,11.094,AMIMEP_clean,Kr,S50
-2.629879337239384,5.215,4.914,10.279,11.815,AMIMEP_clean,Kr,S50
-2.820963697647405,5.134,3.279,10.406,11.276,AMIMEP_clean,Kr,S50
-2.9173416133416814,5.165,2.811,10.429,11.087,AMIMEP_clean,Kr,S50
-11.106288989193821,2.092,7.586,8.551,8.463,AMIMEP_clean,Kr,S50
-3.8614886642553445,4.417,2.191,10.077,9.92,AMIMEP_clean,Kr,S50
-3.5613080854361394,4.628,2.075,10.058,10.152,AMIMEP_clean,Kr,S50
-9.292342692084308,2.586,8.175,8.822,8.826,AMIMEP_clean,Kr,S50
-7.137304592650809,3.043,8.085,8.735,9.329,AMIMEP_clean,Kr,S50
-3.144602911181759,4.714,8.618,9.308,10.877,AMIMEP_clean,Kr,S50
-5.965647646713938,3.484,9.813,8.562,9.47,AMIMEP_clean,Kr,S50
-4.52187857437669,3.927,9.533,8.797,10.001,AMIMEP_clean,Kr,S50
-9.237180583402617,2.919,10.168,8.238,8.705,AMIMEP_clean,Kr,S50
-7.307468395442503,3.205,9.985,8.408,9.109,AMIMEP_clean,Kr,S50
-6.264584320086791,3.411,9.815,8.5,9.402,AMIMEP_clean,Kr,S50
-7.045701337163185,3.248,9.899,8.402,9.201,AMIMEP_clean,Kr,S50
-7.942900776494424,3.210,9.333,10.206,8.702,AMIMEP_clean,Kr,S50
-3.2562202280853536,4.823,9.797,9.632,10.674,AMIMEP_clean,Kr,S50
-13.46627012042343,2.527,10.169,10.025,7.391,AMIMEP_clean,Kr,S50
-2.675761214675597,5.409,8.805,9.533,11.523,AMIMEP_clean,Kr,S50
-8.278249686181347,3.071,10.28,8.417,8.795,AMIMEP_clean,Kr,S50
-2.644156656213347,5.540,8.924,9.705,11.599,AMIMEP_clean,Kr,S50
-3.1097098421425566,4.965,9.041,9.927,10.903,AMIMEP_clean,Kr,S50
-3.052434185159393,5.013,9.023,9.909,10.963,AMIMEP_clean,Kr,S50
-2.7383917051060878,5.390,9.167,9.734,11.397,AMIMEP_clean,Kr,S50
-12.977439673429684,2.576,9.545,10.281,7.689,AMIMEP_clean,Kr,S50
-13.990010055271592,2.477,10.077,10.077,7.339,AMIMEP_clean,Kr,S50
-3.084562463911846,4.968,9.64,9.667,10.865,AMIMEP_clean,Kr,S50
-9.966096800913236,2.906,9.469,10.231,8.238,AMIMEP_clean,Kr,S50
-9.63230890540391,2.947,9.372,10.243,8.326,AMIMEP_clean,Kr,S50
-2.9534030077666182,5.114,9.138,9.852,11.072,AMIMEP_clean,Kr,S50
-4.594839301513773,4.158,10.581,9.474,9.64,AMIMEP_clean,Kr,S50
-5.343946488501496,3.954,-1.405,9.397,9.237,AMIMEP_clean,Kr,S50
-5.505493817399192,3.917,-1.338,9.383,9.156,AMIMEP_clean,Kr,S50
-13.745695790484566,2.756,-1.069,9.642,7.017,AMIMEP_clean,Kr,S50
-7.284806005721761,3.169,9.786,8.261,9.235,AMIMEP_clean,Kr,S50
-6.853966462142086,3.271,9.825,8.377,9.284,AMIMEP_clean,Kr,S50
-7.218954805326685,3.051,3.351,10.462,8.729,AMIMEP_clean,Kr,S50
-7.6528640445744625,2.941,3.533,10.504,8.661,AMIMEP_clean,Kr,S50
-5.805076713658193,3.566,2.524,10.224,8.977,AMIMEP_clean,Kr,S50
-9.877657763774096,2.868,2.201,10.123,7.792,AMIMEP_clean,Kr,S50
-10.252045727552007,2.365,7.631,8.795,8.73,AMIMEP_clean,Kr,S50
-2.74380876566746,5.290,5.893,10.619,11.8,AMIMEP_clean,Kr,S50
-3.4991847943287784,4.597,4.418,11.013,10.764,AMIMEP_clean,Kr,S50
-3.6382993235023355,4.510,4.655,11.08,10.676,AMIMEP_clean,Kr,S50
-3.3949247086730887,4.663,5.645,11.029,10.952,AMIMEP_clean,Kr,S50
-6.300508089305806,3.248,3.453,10.508,9.015,AMIMEP_clean,Kr,S50
-4.242034233221627,4.063,2.917,10.423,9.791,AMIMEP_clean,Kr,S50
-2.7814013958240826,5.155,5.197,10.63,11.654,AMIMEP_clean,Kr,S50
-3.0694051504800868,5.036,3.3,10.688,11.061,AMIMEP_clean,Kr,S50
-2.7891917342785457,5.141,5.083,10.629,11.632,AMIMEP_clean,Kr,S50
-2.9887568910795648,5.025,3.748,10.705,11.21,AMIMEP_clean,Kr,S50
-3.087504895567607,5.013,3.469,10.744,11.078,AMIMEP_clean,Kr,S50
-2.8849870426691075,5.120,8.461,10.01,11.217,AMIMEP_clean,Kr,S50
-4.335946137655293,4.267,5.936,11.312,10.353,AMIMEP_clean,Kr,S50
-10.202344368047985,2.913,7.047,11.163,8.557,AMIMEP_clean,Kr,S50
-3.0705276144951057,4.903,8.37,10.096,10.988,AMIMEP_clean,Kr,S50
-9.887997727771884,2.952,6.953,11.198,8.618,AMIMEP_clean,Kr,S50
-4.120283166486263,4.371,5.896,11.302,10.494,AMIMEP_clean,Kr,S50
-8.584278662721992,3.069,6.297,11.294,8.858,AMIMEP_clean,Kr,S50
-2.729429663239551,5.268,8.054,10.132,11.524,AMIMEP_clean,Kr,S50
-8.629886243616467,3.145,6.512,11.344,8.88,AMIMEP_clean,Kr,S50
