Ev(kJ/mol),Rv(A),x,y,z,Framework,Adsorbate,Accuracy
-8.549496680111444,3.024,7.828,13.689,12.046,AMIMEP_clean,Kr,S50
-3.060505167704922,5.013,6.728,11.161,11.863,AMIMEP_clean,Kr,S50
-13.650285471144642,2.168,6.567,13.914,10.224,AMIMEP_clean,Kr,S50
-13.741988188386403,2.142,6.579,13.956,10.235,AMIMEP_clean,Kr,S50
-3.9358108517383563,4.479,8.701,11.947,12.463,AMIMEP_clean,Kr,S50
-4.108762234886152,4.475,7.641,12.15,12.591,AMIMEP_clean,Kr,S50
-4.799937470230078,4.222,8.113,12.541,12.695,AMIMEP_clean,Kr,S50
-4.961087947840815,4.183,7.991,12.632,12.712,AMIMEP_clean,Kr,S50
-3.969031838863234,4.468,8.707,11.973,12.475,AMIMEP_clean,Kr,S50
-3.0907638740244106,5.043,7.002,11.246,12.189,AMIMEP_clean,Kr,S50
-3.8238125943248416,4.534,9.069,11.829,12.413,AMIMEP_clean,Kr,S50
-13.904579956080225,2.113,6.552,13.969,10.167,AMIMEP_clean,Kr,S50
-13.769926882892397,2.148,6.561,13.939,10.201,AMIMEP_clean,Kr,S50
-12.984977048821335,1.883,6.564,14.245,10.098,AMIMEP_clean,Kr,S50
-2.8559025800878564,5.311,6.74,10.89,12.026,AMIMEP_clean,Kr,S50
-3.859733055708818,4.533,9.264,11.835,12.428,AMIMEP_clean,Kr,S50
-2.9170944254917814,5.000,-1.426,10.786,12.327,AMIMEP_clean,Kr,S50
-3.2987402322720283,4.740,10.372,11.261,12.428,AMIMEP_clean,Kr,S50
-6.0418239636642825,3.230,-1.835,12.428,11.439,AMIMEP_clean,Kr,S50
-4.02037043038502,4.486,9.456,11.935,12.497,AMIMEP_clean,Kr,S50
-3.615491251618056,4.599,9.934,11.578,12.465,AMIMEP_clean,Kr,S50
-12.926276855138713,2.523,-0.511,14.038,12.169,AMIMEP_clean,Kr,S50
-13.865849072611864,2.415,-0.583,14.203,12.154,AMIMEP_clean,Kr,S50
-13.866746260655331,2.414,-0.552,14.197,12.147,AMIMEP_clean,Kr,S50
-15.485090043122195,1.946,-0.13,14.696,11.821,AMIMEP_clean,Kr,S50
-8.559171350544874,3.129,-1.267,13.391,12.42,AMIMEP_clean,Kr,S50
-15.052536190459724,1.874,0.234,14.815,11.678,AMIMEP_clean,Kr,S50
-12.553015840622416,2.577,-0.722,14.015,12.233,AMIMEP_clean,Kr,S50
-14.746819518968161,2.348,0.394,14.204,11.829,AMIMEP_clean,Kr,S50
-16.000434705014207,1.984,0.269,14.729,11.751,AMIMEP_clean,Kr,S50
-15.852556791163144,2.078,-0.129,14.587,11.916,AMIMEP_clean,Kr,S50
-15.487008292902695,2.173,-0.307,14.476,12.001,AMIMEP_clean,Kr,S50
-14.987095679112702,2.258,-0.461,14.385,12.07,AMIMEP_clean,Kr,S50
-5.808878710730262,3.605,-0.747,12.551,12.303,AMIMEP_clean,Kr,S50
-12.553145088514947,2.578,0.215,13.882,11.963,AMIMEP_clean,Kr,S50
-16.097577101940242,2.228,1.128,14.407,11.45,AMIMEP_clean,Kr,S50
-14.429332796382118,2.466,1.161,14.106,11.535,AMIMEP_clean,Kr,S50
-15.723003851763417,1.942,0.408,14.807,11.698,AMIMEP_clean,Kr,S50
-13.726831363385692,2.529,1.201,13.998,11.507,AMIMEP_clean,Kr,S50
-14.19395633631321,2.398,1.28,14.063,11.303,AMIMEP_clean,Kr,S50
-14.83018642887928,2.393,0.772,14.185,11.721,AMIMEP_clean,Kr,S50
-14.822417293817882,2.391,0.715,14.189,11.748,AMIMEP_clean,Kr,S50
-14.358770248325124,2.425,0.615,14.124,11.788,AMIMEP_clean,Kr,S50
-4.209800956293093,4.402,-1.908,11.942,12.722,AMIMEP_clean,Kr,S50
-4.244753291582549,4.383,10.342,11.968,12.729,AMIMEP_clean,Kr,S50
-4.606883452627754,4.312,10.07,12.206,12.783,AMIMEP_clean,Kr,S50
-5.6252929140777015,3.863,-1.873,12.649,12.666,AMIMEP_clean,Kr,S50
-3.549135324598107,4.648,-1.433,11.431,12.586,AMIMEP_clean,Kr,S50
-4.5534186357445625,4.322,10.124,12.168,12.776,AMIMEP_clean,Kr,S50
-8.304990610831856,3.178,-1.327,13.346,12.442,AMIMEP_clean,Kr,S50
-4.73195756985541,4.256,10.097,12.273,12.777,AMIMEP_clean,Kr,S50
-3.937694969464562,4.363,-1.187,11.711,12.5,AMIMEP_clean,Kr,S50
-4.8548480434988,3.906,-0.798,12.177,12.343,AMIMEP_clean,Kr,S50
-4.633094848618882,4.307,10.05,12.223,12.785,AMIMEP_clean,Kr,S50
-4.373744978317364,4.367,9.818,12.118,12.681,AMIMEP_clean,Kr,S50
-4.0705284302628355,4.468,9.473,11.969,12.517,AMIMEP_clean,Kr,S50
-10.741613558756784,2.700,1.688,13.453,10.788,AMIMEP_clean,Kr,S50
-5.2594364621752625,3.819,1.831,12.191,11.128,AMIMEP_clean,Kr,S50
-8.588204745175652,3.097,1.562,13.134,11.297,AMIMEP_clean,Kr,S50
-11.121909975987961,2.685,1.552,13.562,11.052,AMIMEP_clean,Kr,S50
-4.659007187944177,3.974,-0.76,12.083,12.34,AMIMEP_clean,Kr,S50
-5.786247874178301,3.672,1.819,12.389,11.143,AMIMEP_clean,Kr,S50
-3.8911865775581256,4.358,-1.01,11.666,12.452,AMIMEP_clean,Kr,S50
-4.174673229064175,4.193,-0.893,11.839,12.402,AMIMEP_clean,Kr,S50
-3.3109894340487904,4.773,-1.214,11.206,12.537,AMIMEP_clean,Kr,S50
-2.839271001330927,5.117,-0.893,10.645,12.371,AMIMEP_clean,Kr,S50
-3.0113661326962444,4.965,-1.022,10.884,12.443,AMIMEP_clean,Kr,S50
-13.288682348381636,1.831,3.028,14.466,8.686,AMIMEP_clean,Kr,S50
-11.180987931616846,2.448,9.647,13.857,11.675,AMIMEP_clean,Kr,S50
-5.134489734231668,4.182,9.452,12.555,12.852,AMIMEP_clean,Kr,S50
-6.485714291629914,3.861,9.361,13.114,13.007,AMIMEP_clean,Kr,S50
-4.612511834067632,4.264,8.619,12.388,12.707,AMIMEP_clean,Kr,S50
-6.42416482062859,3.874,9.373,13.09,13.001,AMIMEP_clean,Kr,S50
-4.939682142205766,4.224,9.473,12.46,12.799,AMIMEP_clean,Kr,S50
-16.663208482315756,2.147,3.605,4.231,11.762,AMIMEP_clean,Kr,S50
-16.40936547548624,2.015,3.565,4.072,11.843,AMIMEP_clean,Kr,S50
-15.182047390135008,1.838,3.801,3.749,11.795,AMIMEP_clean,Kr,S50
-16.610363620667382,2.086,3.556,4.168,11.817,AMIMEP_clean,Kr,S50
-16.374860667831086,2.019,3.51,4.106,11.851,AMIMEP_clean,Kr,S50
-18.07333492018956,1.875,4.702,3.287,10.792,AMIMEP_clean,Kr,S50
-16.378629068228626,1.843,4.565,3.279,11.503,AMIMEP_clean,Kr,S50
-18.562078077625404,2.297,4.734,3.823,11.207,AMIMEP_clean,Kr,S50
-11.876556669505081,2.759,0.778,5.347,12.956,AMIMEP_clean,Kr,S50
-12.191574472864087,2.693,0.773,5.297,12.907,AMIMEP_clean,Kr,S50
-14.448184093720645,2.217,0.622,4.898,12.62,AMIMEP_clean,Kr,S50
-14.677366606712264,2.415,0.948,4.926,12.997,AMIMEP_clean,Kr,S50
-12.313468348542145,2.713,0.742,5.278,12.981,AMIMEP_clean,Kr,S50
-12.022308614664434,2.749,0.73,5.322,12.975,AMIMEP_clean,Kr,S50
-14.531750476923555,2.441,0.88,4.948,13.012,AMIMEP_clean,Kr,S50
-14.016359617578207,2.405,2.997,4.902,11.982,AMIMEP_clean,Kr,S50
-15.509180551742618,2.242,1.194,4.76,12.949,AMIMEP_clean,Kr,S50
-11.672646631176017,2.773,0.823,5.381,12.935,AMIMEP_clean,Kr,S50
-14.288644771837019,2.426,1.148,4.991,12.94,AMIMEP_clean,Kr,S50
-15.060261818621887,2.337,1.116,4.859,12.972,AMIMEP_clean,Kr,S50
-12.091609422103545,2.696,0.799,5.314,12.891,AMIMEP_clean,Kr,S50
-11.24595570151841,2.759,1.283,5.471,12.783,AMIMEP_clean,Kr,S50
-14.61695171592698,1.956,2.669,4.624,11.792,AMIMEP_clean,Kr,S50
-13.746656358119933,2.424,2.915,4.962,12.018,AMIMEP_clean,Kr,S50
-14.73120542650601,1.994,2.691,4.646,11.806,AMIMEP_clean,Kr,S50
-15.361093419479747,2.013,1.802,4.593,12.692,AMIMEP_clean,Kr,S50
-11.605185507258266,2.682,1.61,5.419,12.671,AMIMEP_clean,Kr,S50
-15.573104293401093,1.995,2.875,4.4,12.127,AMIMEP_clean,Kr,S50
-14.228306393298638,2.380,3.008,4.863,11.982,AMIMEP_clean,Kr,S50
-11.342717171940052,2.735,1.451,5.46,12.738,AMIMEP_clean,Kr,S50
-14.10008131588721,2.407,3.064,4.877,11.954,AMIMEP_clean,Kr,S50
-14.588401336331458,1.852,3.317,3.997,11.928,AMIMEP_clean,Kr,S50
-15.89227299836222,2.033,3.122,4.348,12.023,AMIMEP_clean,Kr,S50
-8.406160298303156,3.119,1.109,5.989,12.81,AMIMEP_clean,Kr,S50
-10.532882975724796,2.814,1.581,5.598,12.698,AMIMEP_clean,Kr,S50
-8.378534488745455,2.821,9.555,5.703,12.225,AMIMEP_clean,Kr,S50
-9.00203099423904,2.897,8.646,5.387,11.889,AMIMEP_clean,Kr,S50
-10.25868786811852,2.758,8.505,5.096,11.758,AMIMEP_clean,Kr,S50
-10.405188694842087,2.678,8.683,5.107,11.823,AMIMEP_clean,Kr,S50
-12.181712641936812,2.781,7.951,4.628,11.379,AMIMEP_clean,Kr,S50
-12.1335341071746,1.928,-0.455,4.593,12.58,AMIMEP_clean,Kr,S50
-11.521826697657254,1.901,-0.486,4.562,12.567,AMIMEP_clean,Kr,S50
-12.815860153217228,1.978,-0.477,4.671,12.597,AMIMEP_clean,Kr,S50
-12.693099250760355,1.974,-0.515,4.675,12.592,AMIMEP_clean,Kr,S50
-11.691205438075174,2.791,0.567,5.364,13.047,AMIMEP_clean,Kr,S50
-11.851710237275702,2.771,0.649,5.344,13.012,AMIMEP_clean,Kr,S50
-11.639848850583382,2.783,0.742,5.382,12.974,AMIMEP_clean,Kr,S50
-4.153623316101821,4.372,-0.253,7.463,13.507,AMIMEP_clean,Kr,S50
-3.1927471355822066,4.897,9.766,8.056,13.12,AMIMEP_clean,Kr,S50
-3.9034214024136844,4.389,-0.939,7.56,13.419,AMIMEP_clean,Kr,S50
-3.2313625180180305,4.843,9.785,8.002,13.109,AMIMEP_clean,Kr,S50
-3.786574579617724,4.431,-1.372,7.606,13.36,AMIMEP_clean,Kr,S50
-3.2385089039243296,4.842,9.872,8.011,13.143,AMIMEP_clean,Kr,S50
-2.843496807255159,5.074,-1.472,8.602,13.097,AMIMEP_clean,Kr,S50
-2.987831627531295,5.035,9.858,8.31,13.066,AMIMEP_clean,Kr,S50
-2.7814195268315856,5.152,-1.031,8.753,13.096,AMIMEP_clean,Kr,S50
-11.471016681202293,2.222,4.463,13.947,12.034,AMIMEP_clean,Kr,S50
-10.275865857090785,2.482,4.166,13.613,12.086,AMIMEP_clean,Kr,S50
-13.533655876215136,2.092,2.009,14.171,11.77,AMIMEP_clean,Kr,S50
-7.938873093611834,2.864,3.938,13.117,11.933,AMIMEP_clean,Kr,S50
-9.670802134124909,2.799,1.875,13.366,11.459,AMIMEP_clean,Kr,S50
-3.821973633095195,4.335,2.875,11.503,11.095,AMIMEP_clean,Kr,S50
-9.35230785535271,2.874,1.8,13.304,11.424,AMIMEP_clean,Kr,S50
-15.127368916827752,2.220,1.423,14.279,11.668,AMIMEP_clean,Kr,S50
-13.248301119574531,2.316,1.793,13.972,11.66,AMIMEP_clean,Kr,S50
-15.326666402096057,2.170,1.425,14.346,11.689,AMIMEP_clean,Kr,S50
-15.120352110527493,2.293,1.317,14.243,11.626,AMIMEP_clean,Kr,S50
-3.67399471932965,4.460,2.879,11.373,11.056,AMIMEP_clean,Kr,S50
-6.760634526442052,3.126,4.193,12.871,11.935,AMIMEP_clean,Kr,S50
-9.773802007665608,2.604,4.44,13.555,12.132,AMIMEP_clean,Kr,S50
-3.325388208870275,4.705,3.382,11.088,11.122,AMIMEP_clean,Kr,S50
-10.445887191345593,2.786,7.984,14.149,12.292,AMIMEP_clean,Kr,S50
-6.077380966900797,3.438,5.656,12.91,12.5,AMIMEP_clean,Kr,S50
-3.5074083822994964,4.548,6.347,11.696,12.243,AMIMEP_clean,Kr,S50
-3.9402104348239053,4.363,6.692,12.029,12.549,AMIMEP_clean,Kr,S50
-2.871825565050566,5.275,6.698,10.932,12.07,AMIMEP_clean,Kr,S50
-3.7221365627488248,4.599,7.01,11.855,12.62,AMIMEP_clean,Kr,S50
-3.125392032814386,4.907,6.506,11.311,12.148,AMIMEP_clean,Kr,S50
-3.7655604696666827,4.582,7.087,11.889,12.617,AMIMEP_clean,Kr,S50
-4.063621068971339,4.485,7.574,12.118,12.594,AMIMEP_clean,Kr,S50
-6.163492836588589,3.371,5.269,12.865,12.394,AMIMEP_clean,Kr,S50
-11.855188241538677,2.386,5.035,14.091,12.472,AMIMEP_clean,Kr,S50
-3.5654375668103087,4.375,5.828,11.715,12.129,AMIMEP_clean,Kr,S50
-11.161022693583863,2.461,4.879,13.905,12.366,AMIMEP_clean,Kr,S50
-7.010670297280338,3.229,5.475,13.147,12.54,AMIMEP_clean,Kr,S50
-6.059530360270012,3.292,4.411,12.702,12.006,AMIMEP_clean,Kr,S50
-4.4480039586560425,3.806,4.566,12.112,11.949,AMIMEP_clean,Kr,S50
-3.112025686943987,4.770,3.862,10.977,11.338,AMIMEP_clean,Kr,S50
-5.104490532073654,3.613,5.01,12.456,12.212,AMIMEP_clean,Kr,S50
-5.690745121170138,3.464,5.123,12.686,12.308,AMIMEP_clean,Kr,S50
-15.867857144872872,2.061,8.143,15.245,12.287,AMIMEP_clean,Kr,S50
-6.606978008954026,3.841,9.369,13.153,13.02,AMIMEP_clean,Kr,S50
-8.069717139657469,3.389,9.409,13.609,12.846,AMIMEP_clean,Kr,S50
-6.943621390982213,3.711,8.259,13.405,12.991,AMIMEP_clean,Kr,S50
-7.705813647065283,3.660,9.318,13.496,13.125,AMIMEP_clean,Kr,S50
-7.482123660846115,3.685,9.377,13.426,13.086,AMIMEP_clean,Kr,S50
-7.155572408407821,3.750,9.373,13.327,13.077,AMIMEP_clean,Kr,S50
-15.246738135773423,2.442,-1.999,14.737,12.765,AMIMEP_clean,Kr,S50
-11.984070085584136,2.969,9.825,14.331,13.05,AMIMEP_clean,Kr,S50
-11.808013720468688,2.775,-1.746,14.136,12.715,AMIMEP_clean,Kr,S50
-11.250051876198432,2.790,-1.467,13.968,12.557,AMIMEP_clean,Kr,S50
-5.246797612144831,4.160,9.575,12.583,12.896,AMIMEP_clean,Kr,S50
-9.73414518432625,2.986,-1.51,13.696,12.553,AMIMEP_clean,Kr,S50
-11.666805906109104,2.755,-1.544,14.06,12.607,AMIMEP_clean,Kr,S50
-6.255595982076639,3.915,9.495,13.005,13.008,AMIMEP_clean,Kr,S50
-16.670608269620978,2.254,9.654,15.094,12.641,AMIMEP_clean,Kr,S50
-12.40197618140458,2.683,-1.653,14.21,12.657,AMIMEP_clean,Kr,S50
-8.23771403349255,3.542,9.411,13.633,13.098,AMIMEP_clean,Kr,S50
-15.292537762569934,2.511,10.087,14.783,12.857,AMIMEP_clean,Kr,S50
-14.198855389859915,2.693,9.909,14.661,12.964,AMIMEP_clean,Kr,S50
-11.639090625105856,2.977,9.905,14.256,13.019,AMIMEP_clean,Kr,S50
-5.962746597366929,3.859,10.028,12.831,12.835,AMIMEP_clean,Kr,S50
-11.607030187156042,2.777,-1.633,14.073,12.656,AMIMEP_clean,Kr,S50
-8.144401989043498,3.270,-1.753,13.402,12.653,AMIMEP_clean,Kr,S50
-5.296010983343803,4.152,9.657,12.59,12.918,AMIMEP_clean,Kr,S50
-5.184419293224001,4.177,9.715,12.531,12.895,AMIMEP_clean,Kr,S50
-14.042079977526733,2.415,-1.213,14.367,12.422,AMIMEP_clean,Kr,S50
-14.267676231458056,2.408,-1.376,14.442,12.503,AMIMEP_clean,Kr,S50
-15.36412798468976,2.384,-1.865,14.728,12.703,AMIMEP_clean,Kr,S50
-11.765596343976833,2.721,-1.411,14.044,12.539,AMIMEP_clean,Kr,S50
-14.42422195855789,2.339,-0.915,14.366,12.289,AMIMEP_clean,Kr,S50
-15.827758160666164,2.020,-0.168,14.654,11.945,AMIMEP_clean,Kr,S50
-15.225588896878604,2.243,-1.225,14.586,12.452,AMIMEP_clean,Kr,S50
-16.423312109892084,2.176,6.452,3.8,11.803,AMIMEP_clean,Kr,S50
-14.539750664680648,2.440,0.852,4.946,13.028,AMIMEP_clean,Kr,S50
-12.748676839078248,2.664,0.592,5.205,13.081,AMIMEP_clean,Kr,S50
-14.105487993623456,2.500,0.617,5.003,13.131,AMIMEP_clean,Kr,S50
-12.147976910471181,2.736,0.579,5.295,13.063,AMIMEP_clean,Kr,S50
-15.08928939970906,2.333,0.801,14.231,11.758,AMIMEP_clean,Kr,S50
-16.52934083212238,1.931,5.868,15.86,14.199,AMIMEP_clean,Kr,S50
-18.025355236270347,2.110,6.004,15.53,14.203,AMIMEP_clean,Kr,S50
-11.913002404824251,2.908,7.386,14.4,13.834,AMIMEP_clean,Kr,S50
-12.264579687078639,2.871,7.119,14.407,13.944,AMIMEP_clean,Kr,S50
-6.159680249737723,3.692,7.013,13.017,13.293,AMIMEP_clean,Kr,S50
-12.728128803100912,2.851,6.88,14.43,14.039,AMIMEP_clean,Kr,S50
-4.1950202268864185,4.374,7.086,12.154,12.834,AMIMEP_clean,Kr,S50
-3.963644029559849,4.475,7.055,12.018,12.739,AMIMEP_clean,Kr,S50
-3.9054058746719957,4.508,7.103,11.984,12.691,AMIMEP_clean,Kr,S50
-17.32625903695132,1.895,10.032,15.59,13.067,AMIMEP_clean,Kr,S50
-16.61230256737075,2.398,9.98,15.004,13.032,AMIMEP_clean,Kr,S50
-14.719554877539528,1.955,6.651,3.768,12.188,AMIMEP_clean,Kr,S50
-12.080062274287396,1.835,6.752,3.789,12.439,AMIMEP_clean,Kr,S50
-12.84753293859047,1.860,6.59,3.634,12.201,AMIMEP_clean,Kr,S50
-15.096938260492136,2.285,6.744,4.129,12.027,AMIMEP_clean,Kr,S50
-15.002708374131748,2.314,6.728,4.143,11.986,AMIMEP_clean,Kr,S50
-8.314003005299456,3.478,7.143,5.349,11.475,AMIMEP_clean,Kr,S50
-16.233058552759598,2.119,6.497,3.793,11.9,AMIMEP_clean,Kr,S50
-13.463759528370408,2.395,7.089,4.522,12.391,AMIMEP_clean,Kr,S50
-13.996085532792604,2.056,7.082,4.291,12.748,AMIMEP_clean,Kr,S50
-14.427722599083138,1.973,6.823,3.974,12.42,AMIMEP_clean,Kr,S50
-9.28153711210124,3.158,7.138,5.12,11.754,AMIMEP_clean,Kr,S50
-6.534648059864279,3.087,5.634,6.073,12.094,AMIMEP_clean,Kr,S50
-10.145471344579931,1.897,5.67,5.104,12.862,AMIMEP_clean,Kr,S50
-12.775783425684923,2.137,7.456,4.819,13.147,AMIMEP_clean,Kr,S50
-9.78350116179849,2.683,7.509,5.299,12.731,AMIMEP_clean,Kr,S50
-6.400368720987653,3.358,8.642,6.6,13.963,AMIMEP_clean,Kr,S50
-4.477463775236027,3.965,8.127,6.848,12.586,AMIMEP_clean,Kr,S50
-12.505509761371497,1.997,7.493,4.748,13.327,AMIMEP_clean,Kr,S50
-4.99691267884446,3.707,8.403,6.838,13.337,AMIMEP_clean,Kr,S50
-8.383770935427437,3.076,9.925,6.262,14.495,AMIMEP_clean,Kr,S50
-5.124798094186294,3.923,8.907,7.189,14.03,AMIMEP_clean,Kr,S50
-3.502837335629195,4.702,8.848,7.904,13.393,AMIMEP_clean,Kr,S50
-8.1132927250936,3.121,9.983,6.298,14.443,AMIMEP_clean,Kr,S50
-3.475902165707025,4.674,9.632,7.839,13.3,AMIMEP_clean,Kr,S50
-5.580581345286925,3.756,9.179,7.029,14.149,AMIMEP_clean,Kr,S50
-3.3913884035642883,4.789,8.853,7.98,13.323,AMIMEP_clean,Kr,S50
-3.1090045557483204,5.011,9.52,8.151,13.084,AMIMEP_clean,Kr,S50
-3.1824413114228443,4.946,9.427,8.106,13.158,AMIMEP_clean,Kr,S50
-3.3136874321282708,4.838,8.841,8.018,13.252,AMIMEP_clean,Kr,S50
-8.981548862858094,3.147,7.167,5.207,11.867,AMIMEP_clean,Kr,S50
-9.675518944859324,2.715,7.485,5.3,12.675,AMIMEP_clean,Kr,S50
-14.123211675559357,2.170,7.095,4.405,12.667,AMIMEP_clean,Kr,S50
-12.225430637555672,2.323,7.398,4.91,12.911,AMIMEP_clean,Kr,S50
-4.1899903992438645,4.192,-1.529,7.383,13.532,AMIMEP_clean,Kr,S50
-11.640985242189055,2.657,10.197,5.754,14.837,AMIMEP_clean,Kr,S50
-12.876160082926159,2.529,10.258,5.588,14.949,AMIMEP_clean,Kr,S50
-11.34067578384812,2.680,10.31,5.787,14.8,AMIMEP_clean,Kr,S50
-12.523120930005335,2.561,9.987,5.687,14.972,AMIMEP_clean,Kr,S50
-16.126620203086787,2.149,10.138,5.12,15.378,AMIMEP_clean,Kr,S50
-15.923250575350915,2.200,10.03,5.218,15.339,AMIMEP_clean,Kr,S50
-15.971037758242332,2.179,10.322,5.11,15.315,AMIMEP_clean,Kr,S50
-9.285250865290022,2.961,-0.768,6.125,14.588,AMIMEP_clean,Kr,S50
-15.197248787434463,1.838,-0.999,4.551,15.745,AMIMEP_clean,Kr,S50
-17.91536365109878,2.207,-0.455,5.052,15.401,AMIMEP_clean,Kr,S50
-18.094929388729454,1.948,-0.751,4.676,15.691,AMIMEP_clean,Kr,S50
-15.656012873142672,1.897,-1.259,4.698,15.655,AMIMEP_clean,Kr,S50
-18.202784017450206,1.981,-0.584,4.674,15.691,AMIMEP_clean,Kr,S50
-17.649018872079395,2.125,-0.374,4.979,15.297,AMIMEP_clean,Kr,S50
-17.19747257788279,1.908,-0.923,4.653,15.701,AMIMEP_clean,Kr,S50
-7.412329380381656,3.368,-0.347,6.487,14.308,AMIMEP_clean,Kr,S50
-17.12399321522546,2.285,-0.436,5.172,15.31,AMIMEP_clean,Kr,S50
-7.665810209480988,3.269,-0.539,6.422,14.359,AMIMEP_clean,Kr,S50
-13.575867798732537,1.844,5.781,15.859,14.54,AMIMEP_clean,Kr,S50
-12.950630044327943,1.837,5.766,15.886,14.556,AMIMEP_clean,Kr,S50
-16.455270805637408,2.075,-1.907,14.979,13.486,AMIMEP_clean,Kr,S50
-15.906321919898076,2.437,9.98,14.867,13.371,AMIMEP_clean,Kr,S50
-15.204085125698034,2.557,9.901,14.785,13.314,AMIMEP_clean,Kr,S50
-15.084758868873752,2.329,0.737,14.236,11.789,AMIMEP_clean,Kr,S50
-18.68769303722735,2.141,9.521,15.207,14.173,AMIMEP_clean,Kr,S50
-8.357272910325033,3.506,9.311,13.647,13.263,AMIMEP_clean,Kr,S50
-18.391150967288606,2.073,9.862,15.327,13.783,AMIMEP_clean,Kr,S50
-9.498436395215702,3.280,9.29,13.873,13.465,AMIMEP_clean,Kr,S50
-13.12561934463939,2.702,7.68,14.556,13.99,AMIMEP_clean,Kr,S50
-12.468823474519512,2.864,9.252,14.321,13.857,AMIMEP_clean,Kr,S50
-13.889048392141019,2.582,8.585,14.583,14.062,AMIMEP_clean,Kr,S50
-16.30567022989685,1.934,8.378,15.354,14.387,AMIMEP_clean,Kr,S50
-17.056367627032966,2.129,8.584,15.102,14.27,AMIMEP_clean,Kr,S50
-16.39421705570445,2.392,9.82,14.938,13.567,AMIMEP_clean,Kr,S50
-15.80906703382476,2.478,9.893,14.866,13.395,AMIMEP_clean,Kr,S50
-17.792965369958033,2.214,9.87,15.159,13.658,AMIMEP_clean,Kr,S50
-17.223917358424636,2.291,9.825,15.055,13.65,AMIMEP_clean,Kr,S50
-14.412572221575354,2.518,8.2,14.684,14.132,AMIMEP_clean,Kr,S50
-12.604296041460204,2.822,9.148,14.352,13.885,AMIMEP_clean,Kr,S50
-14.776837741141449,2.489,8.02,14.747,14.17,AMIMEP_clean,Kr,S50
-14.749029495281103,1.946,1.367,4.693,13.259,AMIMEP_clean,Kr,S50
-3.0307950927500897,5.052,0.429,8.535,13.385,AMIMEP_clean,Kr,S50
-5.30711888147534,3.772,0.289,7.373,14.294,AMIMEP_clean,Kr,S50
-12.092594707215136,2.181,1.212,6.251,15.121,AMIMEP_clean,Kr,S50
-3.9969284299676686,4.152,1.028,7.91,13.84,AMIMEP_clean,Kr,S50
-4.49992889917318,3.887,1.083,7.699,14.002,AMIMEP_clean,Kr,S50
-3.1858569549480267,4.914,0.261,8.298,13.372,AMIMEP_clean,Kr,S50
-7.647607917604545,3.220,0.141,6.762,14.668,AMIMEP_clean,Kr,S50
-8.718042396776518,3.046,0.094,6.562,14.797,AMIMEP_clean,Kr,S50
-16.365164962588167,2.190,-0.076,5.473,15.505,AMIMEP_clean,Kr,S50
-3.922979695273661,4.218,3.126,7.586,12.688,AMIMEP_clean,Kr,S50
-7.151907351287843,3.080,3.25,6.644,13.379,AMIMEP_clean,Kr,S50
-8.14605637281201,2.879,3.291,6.478,13.503,AMIMEP_clean,Kr,S50
-4.069395260949353,4.126,3.146,7.512,12.744,AMIMEP_clean,Kr,S50
-7.849806845328811,2.938,3.306,6.528,13.469,AMIMEP_clean,Kr,S50
-7.66705962826371,2.971,3.329,6.569,13.461,AMIMEP_clean,Kr,S50
-4.0425601172575645,4.134,3.169,7.53,12.749,AMIMEP_clean,Kr,S50
-4.635860362482753,3.829,3.225,7.287,12.941,AMIMEP_clean,Kr,S50
-6.356097954887537,3.071,5.422,6.206,12.225,AMIMEP_clean,Kr,S50
-15.629957932576227,2.444,8.939,5.61,15.468,AMIMEP_clean,Kr,S50
-9.702889244351924,2.911,8.224,6.745,15.153,AMIMEP_clean,Kr,S50
-15.5210227554778,1.850,8.751,4.902,15.671,AMIMEP_clean,Kr,S50
-12.18288602807502,2.001,7.563,6.082,15.498,AMIMEP_clean,Kr,S50
-13.078995868432703,2.087,7.723,6.105,15.533,AMIMEP_clean,Kr,S50
-6.619778582468277,3.460,8.178,7.274,14.683,AMIMEP_clean,Kr,S50
-9.09059989481946,3.102,8.934,6.386,14.785,AMIMEP_clean,Kr,S50
-17.136707527363868,2.300,8.905,5.445,15.65,AMIMEP_clean,Kr,S50
-5.656197893238426,3.703,8.249,7.448,14.442,AMIMEP_clean,Kr,S50
-11.667961375782376,2.715,8.602,6.26,15.243,AMIMEP_clean,Kr,S50
-18.02036522925997,2.185,8.904,5.265,15.792,AMIMEP_clean,Kr,S50
-17.75474117392306,2.240,8.933,5.317,15.708,AMIMEP_clean,Kr,S50
-15.949022642917368,1.940,9.592,4.995,15.768,AMIMEP_clean,Kr,S50
-17.385369383203077,2.124,9.325,5.197,15.648,AMIMEP_clean,Kr,S50
-15.510464206584487,1.922,8.933,5.005,16.123,AMIMEP_clean,Kr,S50
-16.458864036124105,2.095,9.857,5.113,15.506,AMIMEP_clean,Kr,S50
-16.550896480826342,2.100,9.785,5.129,15.519,AMIMEP_clean,Kr,S50
-16.445819895737827,2.123,9.843,5.152,15.478,AMIMEP_clean,Kr,S50
-13.792316159062771,2.445,9.726,5.602,15.16,AMIMEP_clean,Kr,S50
-8.750877912493015,3.134,9.049,6.42,14.739,AMIMEP_clean,Kr,S50
-12.10381710965032,2.737,9.041,5.982,15.126,AMIMEP_clean,Kr,S50
-7.67937439243764,2.917,7.281,7.165,14.76,AMIMEP_clean,Kr,S50
-4.639294546608143,4.023,7.955,7.939,14.23,AMIMEP_clean,Kr,S50
