Ev(kJ/mol),Rv(A),x,y,z
-16.798443266274248,2.519,17.277,14.54,8.605
-16.90487970800931,2.503,17.27,14.573,8.622
-6.582624732791842,4.469,17.863,11.771,7.408
-17.28913205871407,2.220,16.354,14.22,7.291
-6.493744343635322,4.513,17.934,11.751,7.486
-17.272935808827693,2.395,17.133,14.579,8.458
-16.11739467547456,2.604,17.326,14.386,8.566
-17.284867890620497,2.257,16.009,14.117,6.571
-6.308309133141914,4.654,18.232,11.732,7.804
-17.050709478226032,2.160,16.594,14.419,7.707
-17.272323826088904,2.421,15.973,13.954,6.59
-17.079903087580547,2.167,16.817,14.587,8.053
-13.463794533523403,2.832,17.025,13.568,7.677
-6.675453670790647,4.422,18.142,11.992,7.882
-6.370000276515567,4.599,17.976,11.663,7.478
-5.8743190053112615,5.064,18.33,11.257,7.625
-5.743292633935429,5.318,18.531,11.031,7.665
-16.76421994556799,2.121,16.446,14.389,7.533
-16.580795321549544,2.100,16.436,14.411,7.534
-16.97677031620864,2.148,16.552,14.41,7.657
-13.267601025010348,2.696,19.475,13.967,8.142
-7.219871539225145,4.175,19.128,12.306,8.07
-5.7420637912760935,5.355,18.619,11.008,7.762
-17.352006742053486,2.254,20.879,14.18,7.237
-16.428608958959057,2.556,19.968,14.428,8.531
-16.58695447237741,2.456,20.639,13.962,7.394
-16.61770979107596,2.466,20.279,14.194,8.02
-17.332560933242277,2.324,20.329,14.439,8.138
-17.177945155018993,2.444,20.039,14.626,8.593
-17.347998432432274,2.288,20.851,14.144,7.26
-17.338805422106834,2.248,20.663,14.274,7.594
-13.107059555100458,2.954,19.71,13.861,8.466
-9.410249725320268,3.536,19.463,13.048,8.228
-11.136063569801413,3.235,19.538,13.497,8.417
-15.70690606348521,2.577,20.25,14.002,7.931
-15.93968411881302,2.545,20.596,13.843,7.371
-10.478740430288138,3.344,19.49,13.349,8.379
-10.531322502445757,3.332,19.523,13.344,8.35
-17.15289651972409,2.431,21.257,13.906,6.642
-17.31755956604811,2.228,20.991,14.187,7.093
-17.29589395486141,2.415,21.315,13.951,6.59
-15.942370459877177,2.611,21.058,13.674,6.73
-17.045303793085342,2.247,21.714,14.172,6.198
-16.048418971768097,2.115,21.82,14.292,6.151
-8.69578481839282,3.570,24.285,14.226,3.087
-11.248258062065357,3.302,23.622,13.861,3.695
-13.475362616015435,2.178,23.675,14.864,4.379
-10.554575478849246,2.760,24.196,14.85,3.675
-10.155886519925977,2.377,24.881,16.077,3.74
-5.844198844173767,3.899,25.255,14.962,2.522
-5.11117715315822,4.435,25.492,14.741,2.073
-3.8509937378124017,5.068,26.175,15.113,1.452
-9.759905571186708,2.523,15.394,1.552,2.769
-9.93810214813301,2.315,24.713,17.214,3.126
-8.144887319395641,3.046,15.56,1.75,2.228
-4.522669830096704,4.508,27.954,16.138,2.861
-4.482003848850174,4.494,27.964,16.202,2.833
-7.724790539548825,3.160,28.693,16.537,3.98
-4.460055614841907,4.481,28.066,16.093,2.814
-11.171380737974129,2.189,29.371,16.772,4.676
-4.428976809025701,4.510,28.041,16.088,2.797
-4.399662550210522,4.556,27.954,16.139,2.785
-4.557894717586422,4.490,27.963,16.132,2.882
-6.4746986284813675,3.306,19.597,2.335,2.951
-4.38847019592508,4.412,28.003,16.502,2.747
-9.464629568440829,2.500,20.006,2.452,3.665
-4.398220861639089,4.513,28.063,16.074,2.776
-3.7382581351632775,4.768,28.441,15.845,2.183
-3.955924771432515,4.608,28.518,15.799,2.376
-10.256489380798703,2.358,20.144,2.706,3.749
-5.666844448732365,3.668,19.433,2.369,2.616
-8.707528950477082,2.742,19.926,2.608,3.417
-9.412349743154065,2.474,20.395,2.526,3.386
-8.96483189126106,2.568,20.396,2.471,3.27
-6.525548583573697,3.282,19.776,2.408,2.836
-8.573256988707456,2.698,20.181,2.518,3.264
-4.270345783281996,4.508,27.95,16.461,2.677
-2.9440987961665672,5.812,27.934,16.13,1.004
-3.729595036372983,4.820,18.624,1.337,1.882
-4.711608256017894,4.204,19.142,2.248,2.159
-3.816268018185404,4.686,18.622,0.998,2.139
-2.9217580951864632,5.862,27.934,16.13,0.938
-12.53205875717961,2.008,3.955,2.315,2.934
-19.13521347511579,2.040,9.62,5.183,8.071
-22.400940534598966,2.288,9.302,5.371,8.286
-22.58573087463488,2.215,9.298,5.38,8.108
-21.331545323790714,2.168,9.118,5.251,8.246
-22.45968774998541,2.270,9.297,5.375,8.241
-19.929340251366284,2.075,9.591,5.206,8.111
-18.28312145923203,2.008,9.647,5.169,8.021
-21.563108883118254,2.176,9.487,5.263,8.237
-22.39366847340721,2.239,9.252,5.351,8.219
-21.623019792128147,2.194,9.14,5.277,8.255
-21.51675498838139,2.176,9.127,5.275,8.22
-9.871635628992488,2.645,15.38,1.859,2.592
-9.899280951796849,2.279,17.299,1.725,4.101
-10.20672541402551,2.137,17.241,1.687,4.26
-3.7172379509305253,4.836,26.763,15.456,1.853
-5.86235155872286,3.823,27.597,16.307,3.474
-4.75013105088746,4.419,27.936,16.138,2.985
-7.504663972143706,2.889,17.618,1.612,3.567
-4.84447257523702,4.371,27.91,16.133,3.036
-3.982864862430111,4.577,27.289,15.757,2.376
-4.624420446871376,4.467,27.946,16.133,2.921
-4.347462843148176,4.462,27.941,16.483,2.727
-4.154520706972676,4.494,27.929,16.771,2.538
-3.103629093182749,5.514,27.087,15.644,1.065
-4.153731263702302,4.650,18.359,2.099,1.786
-3.749642703316609,5.024,26.365,15.215,1.538
-16.906316296232173,2.135,20.55,6.981,7.349
-17.31377255312315,2.397,20.072,6.837,6.609
-17.3358703855105,2.244,20.625,7.205,7.528
-17.070682110611283,2.162,20.905,7.217,7.887
-17.12172263140535,2.172,20.875,7.218,7.856
-17.33105660376875,2.235,20.382,6.983,7.134
-17.37055549840694,2.291,20.356,7.051,7.124
-17.289215059761638,2.313,19.966,6.415,6.212
-17.230869545127916,2.314,19.857,6.282,5.998
-17.29415573205147,2.318,19.943,6.398,6.175
-15.29187870063374,2.432,19.419,5.314,4.792
-13.737707537824003,2.135,19.69,4.457,4.459
-13.822760437531613,2.926,19.053,5.554,4.502
-16.13255997020861,2.540,19.475,5.973,5.272
-13.937468474970078,2.921,19.063,5.608,4.548
-10.809350440480175,2.259,20.035,3.01,3.879
-7.304694766716303,3.586,18.931,3.479,2.905
-7.66116621167334,3.880,18.62,3.873,2.775
-6.641025684181795,4.029,18.64,3.484,2.551
-17.123781422743324,2.178,16.865,6.867,6.972
-17.180814421827193,2.273,17.219,6.454,6.348
-17.418852748126756,2.296,17.067,6.813,6.728
-17.025569038360896,2.234,17.179,6.454,6.399
-17.273680491293014,2.289,17.215,6.508,6.393
-17.40432897831475,2.342,17.22,6.633,6.461
-17.32263057974885,2.414,17.246,6.747,6.471
-13.117321475289112,3.047,18.281,5.406,4.253
-16.9472288064937,2.401,17.573,6.156,5.68
-15.602248140956766,2.651,17.894,5.977,5.148
-11.532045553581307,2.541,17.759,3.908,3.894
-10.903618059212121,3.359,18.473,4.795,3.603
-9.51707523090238,3.647,18.615,4.472,3.198
-8.576863300715539,3.724,20.012,9.061,8.062
-17.277129331202588,2.421,21.379,7.568,8.736
-14.094040833912196,2.764,20.18,7.787,7.373
-17.17893547286417,2.185,20.958,7.262,7.993
-9.851774081440075,3.338,20.391,8.88,8.046
-8.993783665804985,3.639,20.149,8.997,8.192
-8.656100742905315,3.718,20.066,9.07,8.138
-10.863277623192241,3.274,20.477,8.627,8.347
-17.34450132266086,2.380,21.309,7.526,8.628
-16.88323859059858,2.502,21.279,7.672,8.693
-17.02644008390957,2.482,21.317,7.641,8.714
-14.301199093273132,2.807,20.95,8.097,8.563
-17.268362215806885,2.436,21.401,7.575,8.757
-13.640008573662104,2.842,19.981,7.741,7.115
-8.642622213653537,3.703,19.421,8.695,7.141
-8.039141857516652,3.885,19.912,9.227,8.063
-6.434198769361138,4.572,19.348,9.853,7.857
-5.9795010244817295,4.938,18.934,10.1,7.559
-5.920575916838455,5.005,18.973,10.208,7.677
-5.729298115214545,5.364,18.741,10.542,7.615
-5.773813658722296,5.246,18.803,10.423,7.619
-13.849740989855789,2.809,16.751,8.012,7.978
-14.609452783716483,2.017,15.455,7.33,8.624
-17.338711398164936,2.412,15.824,7.546,8.765
-17.339772016561042,2.289,16.458,7.352,7.876
-12.306969108368396,3.061,16.557,8.395,8.448
-15.733596841779523,2.646,16.12,7.884,8.643
-17.41338037963286,2.349,15.899,7.484,8.634
-17.358658799162313,2.269,16.376,7.353,7.975
-15.898657242305138,2.544,16.855,7.565,7.496
-17.397166451687763,2.375,15.78,7.505,8.77
-17.326633245426407,2.283,16.676,7.234,7.481
-17.33830955797189,2.270,16.538,7.294,7.72
-14.69795156817391,2.696,16.8,7.832,7.783
-15.051153117766562,2.657,16.721,7.805,7.872
-12.228694501950226,3.068,16.63,8.381,8.374
-12.068623604846536,3.095,16.595,8.431,8.427
-10.989836042992499,3.246,16.837,8.564,8.273
-14.115555308624026,2.272,15.911,8.877,7.079
-9.121584100108867,3.611,17.045,8.996,8.281
-12.28725031403582,3.017,17.357,7.976,7.182
-7.120470998383852,4.038,17.315,10.015,7.163
-8.131931636118852,3.859,17.317,9.211,8.136
-8.243637201672604,3.834,17.24,9.216,8.206
-5.7183967548622805,5.499,18.544,10.719,7.652
-17.350715749480468,2.247,16.74,7.129,7.333
-17.274924415994604,2.425,22.74,10.02,8.669
-10.326501991132606,3.084,21.112,9.996,7.48
-17.287683611459492,2.428,22.757,9.99,8.7
-17.314252598044312,2.232,22.781,10.411,8.071
-13.812278405061235,2.790,21.923,10.666,7.684
-17.30871268184365,2.229,22.778,10.434,8.038
-7.301280108864619,4.122,20.295,10.523,7.896
-9.066242206033387,3.614,20.932,10.327,8.196
-9.798303458823792,3.460,21.134,10.261,8.281
-16.271547817246987,2.580,22.466,10.047,8.626
-17.166350000130045,2.183,22.799,10.596,7.821
-17.06952566073079,2.167,22.83,10.534,7.893
-16.781311243331512,2.123,22.87,10.6,7.79
-17.356393378961382,2.337,22.694,11.241,6.936
-17.09537059544771,2.167,22.806,10.789,7.557
-16.72514415051253,2.508,22.531,11.383,6.734
-17.30421307993827,2.371,22.681,11.302,6.847
-6.124213629335717,4.799,19.51,10.686,7.693
-6.028644009315275,4.891,19.405,10.837,7.495
-9.105004432211777,3.612,20.238,9.022,8.318
-5.718917505880394,5.492,18.708,10.732,7.672
-6.269839054552766,4.687,19.63,10.607,7.838
-7.723860257003641,4.227,20.123,9.89,8.787
-9.094804442120825,3.645,20.87,9.956,8.69
-6.382227000623986,4.783,19.446,10.277,8.279
-5.721250937766451,5.457,18.754,10.764,7.625
-5.817910716662246,5.155,19.094,10.691,7.732
-7.20332191974161,4.185,19.682,9.519,8.024
-5.984633857062312,5.050,19.147,10.437,8.046
-5.737258878812424,5.365,18.837,10.66,7.776
-5.715814859009735,5.492,18.649,10.688,7.601
-5.715035649632189,5.514,18.658,10.726,7.643
-6.046533158710482,5.012,19.196,10.429,8.079
-6.022633670383912,5.027,19.172,10.424,8.067
-17.301338530523147,2.224,14.446,10.322,8.164
-17.27556122787652,2.429,14.491,9.953,8.735
-10.405393160818456,3.343,15.968,10.317,8.222
-10.932414574606574,3.257,15.848,10.288,8.271
-17.375397663920033,2.298,14.54,10.333,8.18
-12.712220867701628,2.981,15.496,10.332,8.219
-12.537684419392997,3.021,15.518,10.247,8.344
-17.29071466060186,2.430,14.475,9.932,8.756
-17.18450428454645,2.453,14.52,9.935,8.75
-16.20796275915218,2.590,14.793,10.017,8.652
-17.011173289903414,2.155,14.415,10.941,7.34
-17.179431707315057,2.193,14.396,11.167,6.994
-17.417951367753005,2.304,14.467,11.322,6.785
-17.10773469579282,2.174,14.408,10.386,8.068
-16.98237784110614,2.144,14.417,10.891,7.412
-16.78498328050431,2.119,14.387,10.607,7.773
-7.150781154104093,4.203,17.046,11.018,7.253
-17.338660391935285,2.239,14.542,10.637,7.785
-6.300147816194213,4.653,17.581,10.625,7.756
-17.368305511036898,2.366,14.5,11.405,6.665
-13.107008848073548,2.900,15.439,10.498,8.001
-7.656747854649307,3.998,16.805,11.027,7.25
-7.74604472028909,3.983,16.778,11.087,7.162
-5.727310040624839,5.393,18.416,10.738,7.614
-9.15607024436193,3.774,16.511,9.747,9.062
-9.69203421507535,3.526,16.683,9.075,8.806
-15.78570332711991,2.606,14.669,9.56,9.25
-9.468359624169283,3.657,16.625,9.285,9.032
-9.405907858086001,3.849,16.564,9.587,9.274
-16.33989412681068,2.540,14.568,9.605,9.187
-6.310842351698307,4.827,17.847,10.323,8.244
-5.719331753527931,5.449,18.482,10.729,7.64
-6.888577439567769,4.534,17.512,10.135,8.511
-5.920650584636622,5.033,18.025,10.624,7.809
-5.97671260706363,5.060,18.096,10.469,8.035
-9.129073326982114,3.903,16.674,9.603,9.201
-10.42518893129547,3.348,16.753,8.758,8.464
-9.595618622819808,3.817,16.51,9.553,9.319
-9.527791323947925,3.828,16.543,9.537,9.303
-16.023455109903573,2.051,22.954,10.585,7.807
-16.944160066807335,2.146,22.861,10.5,7.942
-17.078570563940556,2.164,22.836,11.034,7.253
-17.378926244098285,2.316,22.714,11.228,6.959
-17.188955186209732,2.280,23.095,11.749,6.211
-13.709523308433923,2.971,23.302,12.988,4.47
-13.778138622039158,2.970,23.272,12.964,4.498
-7.286194096025202,3.064,26.408,13.906,3.114
-7.298116405586509,3.070,26.387,13.923,3.128
-11.394358804685373,2.279,9.338,12.155,2.917
-15.792870611190907,2.035,14.263,10.453,7.975
-17.319231657979977,2.322,14.229,11.709,6.272
-15.41913000273846,2.670,14.079,12.574,5.061
-7.793347736883741,3.136,11.588,13.884,3.149
-8.356012666921915,3.126,11.937,13.826,3.231
-11.801224567219961,2.325,11.942,13.331,3.981
-9.947895463745363,2.522,11.24,13.558,3.648
-9.456146053758841,3.649,13.161,13.905,3.189
-11.265478779687886,2.610,12.284,13.453,3.833
-8.60991166880122,3.738,12.919,14.043,3.009
-4.527974995641717,4.356,11.046,14.689,2.056
-11.20931814235985,2.059,27.962,14.559,4.911
-3.804710021850978,4.814,26.605,15.344,1.835
-4.6748795190944605,4.445,27.957,16.126,2.947
-4.099264106699852,4.511,28.549,15.76,2.48
-4.2622617245563195,4.450,28.413,15.837,2.631
-4.717274756646147,4.426,27.964,16.118,2.968
-3.840927053918663,4.850,10.789,15.264,1.756
-14.592330767209951,2.023,15.341,14.211,6.415
-21.339697530985195,2.172,28.147,16.239,6.95
-20.759111486176288,2.382,28.061,16.189,6.433
-21.390173607398186,2.305,28.08,16.212,6.636
-21.30617743371363,2.194,28.138,16.259,6.861
-21.551065092479263,2.221,28.116,16.233,6.85
-19.662172077296834,2.062,28.235,16.319,7.055
-20.756661182319164,2.134,28.182,16.288,6.942
-16.269900821876927,2.412,14.746,13.937,5.32
-5.420614619059148,4.163,27.973,16.122,3.315
-11.625323376674473,2.550,29.0,15.54,4.781
-18.564738826200227,2.619,27.953,16.118,6.006
-11.13261347333066,3.176,27.934,16.13,4.83
-17.821394736674538,2.604,28.022,16.072,5.89
-17.580405176411627,2.671,27.959,16.107,5.85
-9.760738222180139,3.328,27.936,16.131,4.57
-14.773423023879259,2.855,27.943,16.156,5.427
-15.178811372900826,2.829,27.941,16.152,5.488
-18.769103510706017,2.613,27.946,16.128,6.039
-15.318900800352699,2.825,27.941,16.12,5.509
-18.917863867793162,2.597,27.947,16.133,6.062
-16.54385584645853,2.741,27.943,16.146,5.692
-9.012293259450363,3.209,12.543,14.333,3.503
-9.151222273190495,2.873,11.655,14.797,3.86
-8.591495638771436,3.297,12.44,14.347,3.407
-7.670390723905435,3.359,12.047,14.579,3.286
-8.617007053815303,3.374,12.57,14.269,3.342
-8.926276036375796,3.542,12.88,14.067,3.227
-4.922891510854767,4.347,27.96,16.123,3.076
-5.008025200972374,3.981,10.222,15.582,2.968
-10.361484103176897,2.632,10.808,15.265,4.396
-16.665789974732487,2.189,17.2,15.204,8.977
-15.157526013952964,2.048,17.272,15.352,8.892
-17.252760990605836,2.298,17.263,15.101,9.005
-17.21355283336534,2.284,17.239,15.097,8.988
-17.159199609077753,2.273,17.263,15.142,9.012
-17.08688291475894,2.469,17.246,14.623,8.638
-13.390867281017435,3.127,18.882,15.666,10.798
-13.925191948828907,2.923,19.106,14.861,9.923
-12.813166197235683,3.374,18.617,14.533,10.27
-12.92338203093703,3.373,18.627,15.687,11.092
-12.516706072241165,3.403,18.619,14.359,10.131
-13.342959454363122,3.232,18.742,15.1,10.567
-13.681540309563628,2.991,18.234,15.876,10.745
-16.358372758475397,2.529,19.521,15.42,9.791
-13.583180021659281,3.015,19.002,15.891,10.777
-13.907176401272293,2.943,19.066,15.815,10.667
-15.28916832166179,2.705,17.944,15.562,10.17
-13.01108338014987,3.367,18.633,15.613,11.048
-12.415496961134396,3.349,18.69,14.335,10.023
-13.289408527066563,3.324,18.647,15.036,10.636
-13.543088915751259,3.047,18.307,14.909,10.155
-13.045670495827126,3.362,18.639,15.582,11.027
-13.259802355272711,3.338,18.638,15.358,10.87
-11.980931733698704,3.462,18.621,14.102,9.939
-11.970365970870374,3.416,18.568,14.118,9.89
-15.844129370402745,2.600,17.828,15.474,9.983
-12.40962280483238,3.415,18.619,14.302,10.089
-16.69178026643019,2.466,17.637,15.356,9.657
-12.01615575403806,3.439,18.642,14.127,9.931
-11.198230483175172,3.251,19.152,13.749,9.087
-16.767071617002188,2.456,19.631,15.362,9.625
-16.97248521014201,2.415,19.705,15.308,9.506
-17.24322436025501,2.431,20.04,14.664,8.628
-16.83419606683564,2.439,19.653,15.354,9.591
-17.23436385019447,2.288,20.01,15.088,8.97
-17.24444909616839,2.337,19.856,15.185,9.249
-17.26891428432033,2.303,19.998,15.086,8.999
-17.41024133197725,2.358,20.044,14.813,8.712
-17.244430294163976,2.432,20.031,14.678,8.658
-14.542748082460053,2.775,19.346,14.723,9.553
-5.961395182565236,5.066,18.617,11.346,8.013
-8.928960375322607,3.945,18.638,12.941,9.159
-8.882507105590731,3.695,18.169,13.0,8.675
-10.917785447131562,3.258,17.707,13.434,8.403
-10.433094287295054,3.387,19.115,13.519,8.979
-10.039200557691013,3.739,18.628,13.346,9.436
-7.072704293549804,4.458,18.602,12.131,8.584
-8.113406935407227,4.133,18.625,12.623,8.941
-17.37638669255862,2.268,20.349,14.527,8.203
-17.374387842897832,2.272,20.359,14.507,8.174
-16.373225986350747,2.057,20.541,14.61,8.259
-17.354480762380714,2.330,21.376,13.981,6.65
-17.93816619331448,1.994,27.581,16.319,7.196
-10.5237029464609,3.225,27.906,16.099,4.719
-21.185558963912577,2.160,27.72,16.243,6.961
-8.569060587650638,3.331,27.65,15.981,4.288
-13.481521862913958,2.230,27.094,16.625,5.226
-13.308729494328452,2.571,27.325,15.773,5.164
-8.840150140634568,3.451,27.917,16.121,4.367
-8.217783689974198,3.541,27.906,16.122,4.218
-11.206091240624184,3.088,27.815,16.044,4.842
-12.23373723562862,2.727,27.399,15.813,4.981
-20.237248312966745,2.482,27.9,16.155,6.299
-19.151945193811176,2.587,27.941,16.125,6.101
-19.33471991359729,2.575,27.941,16.132,6.132
-11.868926948124573,3.086,27.912,16.099,4.962
-10.080291793936947,2.636,26.015,15.075,4.214
-9.651917592641187,2.737,26.149,15.104,4.149
-7.71094831090933,3.436,27.582,15.946,4.068
-8.876943755362076,2.909,26.607,15.365,4.114
-13.074216124209874,2.572,27.287,15.748,5.119
-5.473475159764517,4.144,27.901,16.131,3.34
-6.407866592745243,3.893,27.911,16.132,3.697
-8.838982750149656,3.280,24.719,14.261,3.434
-9.407837326223964,2.786,26.024,15.029,4.054
-8.630070388057,2.938,25.978,14.997,3.855
-9.209386582804694,2.833,25.875,14.934,3.959
-7.658954964838674,3.132,26.182,15.108,3.669
-11.327059342107692,2.566,27.955,17.432,4.703
-16.704600156786984,2.559,27.937,16.391,5.725
-22.20078912992026,2.325,27.941,16.132,6.81
-14.148946898235522,2.511,27.95,16.778,5.319
-10.224822005219227,2.649,18.619,1.785,4.351
-8.68604566463834,3.122,18.634,3.25,3.569
-13.811007486550562,2.494,18.214,4.769,4.551
-8.662950614080929,3.182,18.629,3.403,3.511
-21.667734293813982,2.229,27.781,16.224,6.848
-22.59844185140828,2.129,27.952,16.121,7.329
-18.988694917116973,2.019,28.231,16.386,7.014
-22.441891018083275,2.274,27.941,16.113,6.955
-22.35280571173721,2.233,27.87,16.154,6.973
-15.46740358551415,2.049,19.805,5.977,6.059
-5.610539445522147,3.852,27.935,16.777,3.341
-6.2917498927164885,3.927,27.929,16.135,3.657
-7.194275265359197,3.728,27.931,16.13,3.948
-5.52290347141877,3.830,27.928,16.963,3.268
-7.607617808672495,2.989,17.452,19.028,12.012
-8.473293614430698,3.078,18.602,18.578,11.595
-6.408586122650394,3.523,18.615,19.136,12.065
-12.139018459790762,2.232,17.472,17.742,11.139
-3.8278940240716275,5.065,18.616,19.52,13.742
-3.822345166463045,4.995,18.614,19.606,13.649
-5.9253837526030075,3.687,18.618,19.189,12.246
-4.857106333427497,4.549,18.63,18.812,13.254
-6.768823444752894,4.020,18.612,17.96,12.648
-4.6942693441385215,4.619,18.628,18.904,13.325
-4.998952045751045,4.499,18.628,18.729,13.203
-11.076317728253246,2.035,7.938,4.593,10.27
-9.569068570353549,3.228,9.301,5.131,10.69
-11.032226635996519,2.398,8.143,4.712,10.586
-4.571305134672959,4.356,9.336,5.037,12.343
-9.95289802597566,3.094,9.304,4.964,10.627
-7.093831163503081,3.265,18.633,19.81,11.605
-6.508740161350178,3.460,18.622,19.287,11.967
-7.717523818604663,3.471,9.322,5.044,11.132
-5.15856590226881,4.242,9.321,5.367,12.009
-9.581903561769897,3.095,9.311,4.861,10.717
-5.706612162113468,3.840,9.335,4.787,11.819
-8.448913303094995,3.498,9.305,5.328,10.934
-7.3176276224524015,3.697,9.316,5.345,11.226
-3.8211050212138615,4.706,18.63,20.32,13.149
-4.852153029713862,4.373,9.327,5.354,12.169
-4.796700429824661,4.401,9.321,5.369,12.2
-4.668317832740336,4.437,9.312,5.375,12.263
-5.683677378031026,4.093,9.317,5.367,11.782
-13.409626840521689,3.005,18.256,16.018,10.85
-7.378393858731737,3.935,18.618,17.723,12.522
-8.77874734273346,3.012,18.603,18.562,11.517
-9.106067810144374,3.709,18.633,17.155,12.13
-7.80527903887332,3.850,18.596,17.579,12.413
-9.797257624795884,3.632,18.621,16.934,11.972
-10.60652115112555,3.474,18.551,16.73,11.736
-9.70120912177805,3.642,18.638,16.973,11.989
-9.514446323977571,3.666,18.636,17.02,12.034
-9.59585569034617,3.657,18.633,16.994,12.018
-7.759451275809947,3.111,18.634,19.437,11.523
-9.457309144574293,2.774,18.633,19.253,11.156
-12.768873511168126,2.560,9.31,4.53,10.155
-11.764371214408852,2.747,9.31,4.684,10.323
-15.056699868042186,2.717,17.959,15.696,10.331
-15.616022974727237,2.364,8.839,5.104,9.638
-10.550477962908968,3.222,9.3,5.337,10.485
-21.42484774907707,2.248,9.155,5.266,8.487
-16.685003214098092,2.510,9.063,5.252,9.487
-13.016309292434315,2.558,9.313,4.584,10.104
-19.84440142528552,2.519,9.281,5.358,8.986
-13.620806408198876,2.950,9.303,5.371,9.961
-19.158733309502985,2.580,9.31,5.375,9.107
-18.708484267540435,2.617,9.309,5.382,9.18
-18.225487239520735,2.646,9.309,5.382,9.258
-16.18320990753954,2.757,9.281,5.381,9.571
-18.435210254889437,2.633,9.308,5.383,9.224
-13.329293569774709,2.147,19.094,17.047,10.403
-21.16043383309291,2.148,9.524,5.243,8.24
-20.52866967783403,2.107,9.547,5.19,8.228
-22.21013518786312,2.323,9.314,5.377,8.395
-10.48427633005408,3.464,18.73,16.786,11.744
-11.111028627260955,3.331,18.799,16.659,11.555
-11.48972672152559,3.284,18.825,16.545,11.457
-19.3935102111422,2.569,9.319,5.374,9.067
-21.63144328578094,2.225,9.479,5.282,8.357
-20.719588690242183,2.126,9.551,5.22,8.208
-3.816352944633105,5.096,18.628,19.509,13.782
-3.7257983069148657,4.888,18.631,19.977,13.457
-3.8032046756447593,5.096,18.622,19.533,13.776
-8.133474013016578,3.800,18.674,17.463,12.344
-8.532446764258225,3.760,18.662,17.336,12.26
-9.41590547324368,3.667,18.651,17.056,12.057
-6.4653460934400275,4.111,18.627,18.046,12.765
-6.247295684388342,4.162,18.629,18.139,12.829
-6.841391400403055,4.035,18.63,17.906,12.667
-15.20566164667926,2.143,19.677,16.403,10.364
-11.76804197817049,3.230,18.86,16.479,11.376
-15.01135418118142,2.726,19.284,15.703,10.342
-9.910292817212406,3.310,9.315,5.37,10.609
-13.904300642202085,2.919,9.331,5.388,9.917
-17.21568655046199,2.287,20.009,15.107,9.016
-17.246805527336765,2.309,19.927,15.176,9.176
-17.09734831434034,2.251,17.221,6.433,6.358
-9.206116089498526,2.668,24.868,5.737,11.71
-6.379113061186132,3.381,25.366,5.785,12.336
-10.478818590267368,2.227,24.798,5.344,11.352
-10.237108011847468,2.069,24.715,5.288,11.214
-7.2027553599080845,3.008,26.31,5.313,11.618
-7.122799484490349,3.026,26.288,5.328,11.65
-10.390612482056033,2.125,7.358,4.955,10.817
-9.968718750582875,1.989,25.728,4.962,10.815
-11.939855551513821,2.339,24.138,6.333,11.216
-11.871498901091948,2.417,24.107,6.446,11.248
-3.832515087162007,5.068,26.184,6.385,13.77
-8.467897381747333,3.763,24.361,7.438,12.244
-10.030991425701547,2.678,26.329,6.311,10.922
-8.926583794296077,3.488,24.421,7.406,11.937
-4.0097335394186615,4.552,27.13,5.821,12.866
-6.02407349389276,4.158,25.073,6.926,12.875
-6.086311215878786,4.087,25.055,6.879,12.82
-5.882614196604519,4.078,25.138,6.766,12.841
-3.985687186052382,4.567,27.107,5.835,12.895
-7.828229243790797,3.865,24.528,7.344,12.409
-8.676494261086262,3.337,24.72,7.251,11.832
-6.781800434506395,3.985,24.905,7.159,12.604
-9.840960312420814,2.701,26.191,6.394,11.007
-8.170034759924429,3.811,24.435,7.4,12.32
-5.912682861642751,4.242,25.15,6.99,12.927
-5.541476325208756,4.293,25.256,6.827,13.028
-5.277948392664579,4.381,25.364,6.779,13.119
-6.77968694399491,4.043,24.844,7.163,12.675
-4.068525335847644,4.942,26.028,6.48,13.645
-4.860768164296261,4.561,25.591,6.744,13.274
-4.23591094001717,4.838,25.908,6.548,13.55
-5.672519014898627,4.304,25.24,6.939,12.999
-5.24105320154831,4.417,25.393,6.811,13.141
-4.527368756086808,4.703,25.748,6.637,13.422
-15.027097051021544,2.740,22.567,7.758,10.285
-13.539450041128958,2.980,22.943,7.785,10.826
-9.610528995104474,3.643,24.037,7.628,11.998
-13.745664426007787,2.996,22.83,7.874,10.71
-15.257786688832443,2.304,23.07,7.555,10.09
-14.617820824542994,2.822,22.634,7.803,10.41
-11.177222001874382,3.365,23.613,7.721,11.566
-14.503534133136649,2.844,22.657,7.816,10.446
-13.788525420097375,2.973,22.834,7.84,10.714
-13.696045262001672,3.004,22.844,7.873,10.731
-16.84278134668587,2.587,9.124,5.474,9.466
-4.512029875262818,4.465,9.199,5.453,12.362
-10.967173889802288,2.592,8.099,6.102,10.606
-4.629924816818412,4.455,9.288,5.401,12.288
-4.574116451438052,4.453,9.23,5.436,12.323
-8.376499896056863,3.523,9.315,5.373,10.953
-16.327477280066635,2.537,22.199,7.659,9.791
-16.82191194026016,2.459,22.027,7.596,9.549
-17.236211455761218,2.294,21.753,7.399,9.098
-17.222238059806976,2.291,21.678,7.38,8.98
-16.541589673491647,2.505,22.127,7.637,9.69
-17.326585221551863,2.316,21.661,7.427,8.961
-10.704552481512282,2.085,11.502,6.368,10.469
-8.281100929611677,2.693,11.316,5.249,11.479
-8.990614341546237,2.529,11.312,5.17,11.3
-8.920536531846974,2.950,11.759,6.785,11.443
