Ev(kJ/mol),Rv(A),x,y,z
-17.303465139879478,2.322,19.976,13.517,11.217
-10.150352665017765,3.413,19.202,12.714,9.72
-12.167737771507657,3.081,19.606,12.574,10.103
-17.269252767665215,2.303,20.007,13.495,11.219
-17.132521896110724,2.466,19.964,13.133,10.948
-15.970110619588358,2.622,19.841,13.007,10.718
-13.059264617648534,2.949,19.509,12.958,10.289
-12.70427305056612,3.385,18.618,14.46,10.221
-11.022038111609179,3.248,19.398,12.641,9.91
-11.2563671886009,3.210,19.374,12.74,9.961
-7.827997376536662,3.946,19.292,11.765,9.149
-10.317362619150513,3.368,19.469,12.32,9.767
-5.722889516519381,5.421,18.732,10.774,7.743
-11.159198305542342,2.428,16.882,17.366,12.514
-15.181361696250995,2.339,17.549,15.317,11.501
-14.707534670969848,2.464,17.678,15.541,11.593
-13.701147856720487,2.982,18.216,15.437,11.414
-12.780828589320908,3.093,18.313,15.832,11.581
-13.350291343411225,3.000,18.23,15.624,11.512
-16.76134596163719,2.344,17.502,14.287,11.26
-12.804756112492155,3.338,18.577,14.492,10.291
-15.908340264295022,2.609,17.826,14.527,11.262
-13.744441168630017,2.981,18.219,15.409,11.401
-14.116315091590584,2.906,18.153,15.271,11.385
-16.459759774747212,2.524,17.692,14.274,11.224
-13.996124002938444,2.956,18.238,14.734,10.912
-17.267466055668784,2.307,17.279,13.573,11.231
-17.299099732945812,2.319,17.278,13.532,11.217
-10.763708894531142,3.293,17.7,12.302,9.85
-17.215443100307002,2.440,17.249,13.1,10.955
-17.26597200990193,2.306,17.27,13.552,11.229
-17.29054797104126,2.340,17.356,13.685,11.228
-16.730939004512205,2.205,20.227,8.126,11.293
-6.343384700917108,3.517,33.919,20.357,14.205
-10.28960095677026,2.083,23.052,6.269,13.954
-3.813121129865806,5.077,26.176,6.383,13.832
-5.682813221540157,3.645,24.705,6.325,13.895
-3.7882195958869165,5.109,26.212,6.37,13.832
-9.574185175270475,3.627,24.012,7.633,12.058
-9.430138992357499,3.666,24.071,7.62,12.074
-16.974205292311158,2.392,21.0,8.144,11.312
-16.993024116524314,2.325,21.0,8.102,11.377
-16.845930526556298,2.413,21.108,8.14,11.33
-16.43346146282297,2.489,21.356,8.137,11.347
-17.333863460657128,2.293,17.215,8.24,11.143
-16.967560839154434,2.236,17.08,8.176,11.263
-16.770262258783127,2.206,17.111,8.161,11.281
-16.37305705146038,2.165,17.093,8.124,11.323
-16.601083462672673,2.188,17.098,8.145,11.303
-17.022134693352193,2.151,18.533,8.331,11.029
-6.854710357386477,3.264,12.97,6.388,13.751
-7.078715235647858,3.023,13.052,5.059,14.133
-8.469960783218934,2.802,13.444,6.309,13.866
-7.189315683280718,3.219,13.044,6.536,13.574
-11.564800835928082,2.766,14.035,7.333,12.386
-4.784693246878182,4.591,11.651,6.722,13.348
-4.835513052345467,4.573,11.673,6.736,13.326
-11.792033072769149,3.221,14.02,7.839,11.751
-16.184141012272654,2.556,15.849,8.156,11.284
-15.669362452427759,2.639,15.622,8.149,11.296
-16.44977090571393,2.093,19.146,8.302,11.147
-16.487011411903115,2.100,19.206,8.302,11.151
-17.1640472306368,2.194,19.412,8.335,11.088
-17.00068830000452,2.246,20.321,8.162,11.296
-17.147381783740233,2.278,20.333,8.18,11.269
-11.211417711718525,2.699,24.049,8.503,12.645
-9.645302325777164,2.505,24.945,8.762,13.952
-11.564086178555382,2.596,24.037,8.599,12.699
-11.341688419102692,2.712,23.99,8.5,12.581
-11.479397048682575,2.720,23.937,8.502,12.526
-9.431735383357365,3.637,24.065,7.644,12.101
-11.232173458280288,2.782,23.958,8.441,12.51
-9.346406135133625,3.662,24.09,7.616,12.109
-16.450314022268387,2.496,22.229,9.73,11.312
-7.451183710100565,3.053,12.051,8.257,13.865
-9.170423873867772,2.495,11.693,8.986,13.994
-10.103184857488113,2.042,12.533,9.207,13.958
-11.021819619153671,2.115,12.763,9.062,13.547
-10.710752690831022,2.564,12.89,8.595,13.094
-9.893648585859465,3.004,13.04,8.202,12.597
-6.687583081556293,4.030,12.401,7.181,12.75
-6.791859516330817,3.883,12.419,7.321,12.827
-4.662312714076605,4.639,11.59,6.689,13.395
-3.928740906209765,5.007,11.153,6.451,13.757
-16.03952838374679,2.178,14.617,9.635,11.774
-16.199441345615014,2.539,14.952,9.626,11.322
-14.651397366587199,2.800,14.587,9.074,11.392
-17.303939164037867,2.315,15.605,10.585,11.214
-16.67884673308117,2.117,16.727,12.39,11.103
-16.60400696541109,2.110,16.739,12.421,11.116
-16.809771730800723,2.157,17.006,12.912,11.195
-17.20947500375188,2.280,17.244,13.454,11.246
-17.39686617894178,2.327,17.21,13.17,11.113
-5.07924301162378,3.797,19.855,18.774,13.923
-8.993264343718003,2.717,21.526,18.411,14.196
-4.754644342733282,3.990,19.764,18.95,13.911
-10.071976932221668,2.649,19.59,16.943,13.212
-11.54637240014165,2.572,19.483,16.53,12.74
-6.022795782924743,4.200,18.624,18.22,12.908
-13.98647626948621,2.432,19.419,15.773,12.187
-15.724109117652105,2.135,19.69,14.916,11.854
-12.008531406942712,3.156,18.885,16.123,11.765
-13.593747576597826,2.002,20.206,13.497,11.493
-16.009427729117636,2.553,19.443,14.597,11.347
-17.235998718305726,2.297,19.977,13.536,11.252
-5.401495866001987,3.790,17.9,18.357,13.847
-6.54733235928528,3.489,17.954,17.895,13.432
-10.84493002739317,2.420,33.938,18.216,14.253
-4.059493548426819,4.937,18.612,19.294,13.669
-12.692309462150735,3.101,18.32,15.869,11.602
-16.57817011200621,2.462,17.698,14.342,11.345
-16.221711667740905,2.534,17.78,14.481,11.335
-3.779781452633245,4.989,26.116,6.415,14.015
-3.739645419647111,5.012,26.148,6.405,14.049
-4.070209838144526,4.560,25.745,6.624,14.466
-3.898327416972751,4.627,11.419,6.589,15.03
-4.15650532159894,4.511,2.252,1.285,0.34
-7.090183642875759,3.267,12.752,7.346,14.818
-5.105539290299589,4.285,11.924,6.874,13.474
-3.9226340185973343,4.959,11.185,6.472,13.837
-6.4014328189214265,3.456,12.559,7.242,14.929
-3.887491905162911,4.824,11.271,6.524,14.137
-15.617998679396406,2.021,19.191,8.307,11.231
-13.306159519609277,2.907,14.341,2.457,1.62
-15.092049716328853,2.559,14.023,2.647,1.406
-9.916391514625003,3.019,14.753,2.257,0.984
-6.261115656696033,3.516,24.762,7.233,15.162
-13.200793502555083,2.541,14.209,2.563,0.977
-9.287027516445068,2.817,23.997,7.641,14.259
-9.721814006494382,2.719,23.942,7.69,14.616
-16.701059598307022,2.307,21.223,8.155,11.499
-15.067145812164718,2.055,17.066,8.278,11.479
-15.97002320456168,2.542,4.691,2.702,1.535
-11.786280642694157,2.551,4.264,2.478,0.526
-11.148363348557886,2.579,4.186,2.429,0.276
-10.210575414290911,2.653,13.384,7.715,14.978
-8.662720852799374,3.194,13.162,7.602,13.138
-8.6847930465074,3.296,13.15,7.606,12.898
-14.28661089140235,2.806,14.989,8.146,11.482
-15.340633463359135,2.063,21.6,10.591,11.48
-14.638627740890024,2.017,21.44,10.693,11.474
-13.88735229630571,2.488,18.608,10.737,10.795
-13.71666438006584,2.506,18.733,10.815,10.749
-11.769245684661582,2.681,23.514,8.237,12.681
-14.76973890333661,2.169,14.816,9.247,12.019
-12.255972583309786,2.317,4.389,2.649,0.342
-11.864222994071092,2.125,13.959,8.469,13.288
-15.16551013656891,2.501,14.656,9.082,11.748
-7.032276931067792,4.082,18.503,10.711,9.127
-6.898816677102743,4.152,18.514,10.717,9.057
-5.904834838544319,4.983,18.469,10.677,8.2
-16.74268360994504,2.160,15.829,10.703,11.302
-9.039110905747973,3.369,18.19,10.666,9.804
-17.296345684581915,2.363,19.962,13.122,11.058
-16.519777215935544,2.067,20.423,12.311,11.16
-16.80933795280182,2.198,19.974,13.516,11.357
-4.412467884425955,4.330,11.503,6.983,14.097
-16.611729122830372,2.062,16.39,11.472,11.154
-16.633390301595785,2.406,17.706,14.336,11.41
-16.470119992300976,2.423,17.758,14.417,11.434
-10.82672597361723,2.594,9.33,11.343,0.137
-8.913548510948093,2.945,18.625,17.023,13.85
-8.811946441472756,2.989,18.619,17.038,13.723
-11.81139523897416,2.549,9.312,11.196,0.534
-15.18172839286117,2.376,18.085,15.034,11.905
-14.751117707626372,2.247,18.088,15.118,12.128
-8.141033709298709,3.519,9.293,12.145,1.323
-6.05398518595875,4.170,18.623,18.185,12.937
-7.603738515855307,3.301,18.62,17.374,13.577
-6.273235162684128,3.799,18.615,17.898,13.348
